name,mos
12-2-12-submit-93059-crop,4
12-2-12-submit-93060-crop,4
12-2-12-submit-93062-crop,4.2
12-2-12-submit-93065-crop,4.2
12-2-12-submit-93110-crop,2.8
12-2-12-submit-93169-crop,3
12-2-12-submit-93170-crop,2.8
1-2-5-submit-00000-crop,4.4
1-2-5-submit-91740-crop,3.8
1-2-5-submit-92068-crop,4
1-2-5-submit-92069-crop,3.6
1-2-5-submit-92147-crop,4
1-2-5-submit-92582-crop,2.8
1-2-5-submit-92584-crop,2.6
1-2-5-submit-93014-crop,4.2
1-2-5-submit-93056-crop,4
1-2-5-submit-93059-crop,4
1-2-5-submit-93060-crop,4.2
1-2-5-submit-93062-crop,4.2
1-2-5-submit-93065-crop,4
1-2-5-submit-93110-crop,3.4
1-2-5-submit-93169-crop,2.6
1-2-5-submit-93170-crop,2.6
13-1-4-submit-00000-crop,3.8
13-1-4-submit-91740-crop,3.4
13-1-4-submit-92068-crop,3.4
13-1-4-submit-92069-crop,3
13-1-4-submit-92147-crop,3.6
13-1-4-submit-92582-crop,3
13-1-4-submit-92584-crop,1.8
13-1-4-submit-93014-crop,4
13-1-4-submit-93056-crop,4
13-1-4-submit-93059-crop,4
13-1-4-submit-93060-crop,4
13-1-4-submit-93062-crop,4
13-1-4-submit-93065-crop,4
13-1-4-submit-93110-crop,3.6
13-1-4-submit-93169-crop,2.4
13-1-4-submit-93170-crop,2.4
13-2-5-submit-00000-crop,4
13-2-5-submit-91740-crop,4
13-2-5-submit-92068-crop,3.8
13-2-5-submit-92069-crop,3.2
13-2-5-submit-92147-crop,4
13-2-5-submit-92582-crop,3.4
13-2-5-submit-92584-crop,1.6
13-2-5-submit-93014-crop,4.2
13-2-5-submit-93056-crop,3.8
13-2-5-submit-93059-crop,4
13-2-5-submit-93060-crop,3.6
13-2-5-submit-93062-crop,4
13-2-5-submit-93065-crop,4.2
13-2-5-submit-93110-crop,3.8
13-2-5-submit-93169-crop,2.4
13-2-5-submit-93170-crop,3.4
14-1-6-submit-00000-crop,4
14-1-6-submit-91740-crop,3.8
14-1-6-submit-92068-crop,3
14-1-6-submit-92069-crop,3.6
14-1-6-submit-92147-crop,3.6
14-1-6-submit-92582-crop,3.4
14-1-6-submit-92584-crop,1.8
14-1-6-submit-93014-crop,4.2
14-1-6-submit-93056-crop,4.2
14-1-6-submit-93059-crop,4.2
14-1-6-submit-93060-crop,4.2
14-1-6-submit-93062-crop,4
14-1-6-submit-93065-crop,4
14-1-6-submit-93110-crop,3.8
14-1-6-submit-93169-crop,3.4
14-1-6-submit-93170-crop,3.4
14-2-6-submit-00000-crop,3.4
14-2-6-submit-91740-crop,3.4
14-2-6-submit-92068-crop,4
14-2-6-submit-92069-crop,3.2
14-2-6-submit-92147-crop,3.4
14-2-6-submit-92582-crop,3.2
14-2-6-submit-92584-crop,1.8
14-2-6-submit-93014-crop,4
14-2-6-submit-93056-crop,4
14-2-6-submit-93059-crop,3.6
14-2-6-submit-93060-crop,4
14-2-6-submit-93062-crop,4
14-2-6-submit-93065-crop,4
14-2-6-submit-93110-crop,3.6
14-2-6-submit-93169-crop,2.2
14-2-6-submit-93170-crop,2.2
15-1-8-submit-00000-crop,3.4
15-1-8-submit-91740-crop,3.8
15-1-8-submit-92068-crop,4
15-1-8-submit-92069-crop,4
15-1-8-submit-92147-crop,3.6
15-1-8-submit-92582-crop,3.4
15-1-8-submit-92584-crop,2.2
15-1-8-submit-93014-crop,3.2
15-1-8-submit-93056-crop,3.8
15-1-8-submit-93059-crop,4
15-1-8-submit-93060-crop,3.2
15-1-8-submit-93062-crop,3.8
15-1-8-submit-93065-crop,3.8
15-1-8-submit-93110-crop,3
15-1-8-submit-93169-crop,2.4
15-1-8-submit-93170-crop,2.4
15-2-6-submit-00000-crop,3.4
15-2-6-submit-91740-crop,3.4
15-2-6-submit-92068-crop,4
15-2-6-submit-92069-crop,3.8
15-2-6-submit-92147-crop,3.6
15-2-6-submit-92582-crop,3.6
15-2-6-submit-92584-crop,1.8
15-2-6-submit-93014-crop,3.8
15-2-6-submit-93056-crop,3.8
15-2-6-submit-93059-crop,3.8
15-2-6-submit-93060-crop,3.8
15-2-6-submit-93062-crop,3.6
15-2-6-submit-93065-crop,3.6
15-2-6-submit-93110-crop,3
15-2-6-submit-93169-crop,3
15-2-6-submit-93170-crop,2.8
16-1-9-submit-00000-crop,3.8
16-1-9-submit-91740-crop,3.2
16-1-9-submit-92068-crop,3.6
16-1-9-submit-92069-crop,3.4
16-1-9-submit-92147-crop,3.4
16-1-9-submit-92582-crop,3
16-1-9-submit-92584-crop,1.6
16-1-9-submit-93014-crop,3.6
16-1-9-submit-93056-crop,3.6
16-1-9-submit-93059-crop,4
16-1-9-submit-93060-crop,3.8
16-1-9-submit-93062-crop,3.8
16-1-9-submit-93065-crop,3.8
16-1-9-submit-93110-crop,4
16-1-9-submit-93169-crop,3
16-1-9-submit-93170-crop,2.8
16-2-10-submit-00000-crop,3.8
16-2-10-submit-91740-crop,3.2
16-2-10-submit-92068-crop,3.6
16-2-10-submit-92069-crop,3.2
16-2-10-submit-92147-crop,3.4
16-2-10-submit-92582-crop,2.4
16-2-10-submit-92584-crop,1.2
16-2-10-submit-93014-crop,3.4
16-2-10-submit-93056-crop,3.8
16-2-10-submit-93059-crop,4
16-2-10-submit-93060-crop,4
16-2-10-submit-93062-crop,3.8
16-2-10-submit-93065-crop,3.6
16-2-10-submit-93110-crop,4.2
16-2-10-submit-93169-crop,2.6
16-2-10-submit-93170-crop,2.4
18-1-6-submit-00000-crop,3.6
18-1-6-submit-91740-crop,3.4
18-1-6-submit-92068-crop,3.8
18-1-6-submit-92069-crop,3.8
18-1-6-submit-92147-crop,3.2
18-1-6-submit-92582-crop,3.4
18-1-6-submit-92584-crop,2.4
18-1-6-submit-93014-crop,3.6
18-1-6-submit-93056-crop,3.6
18-1-6-submit-93059-crop,3.8
18-1-6-submit-93060-crop,3.8
18-1-6-submit-93062-crop,3.8
18-1-6-submit-93065-crop,3.8
18-1-6-submit-93110-crop,4
18-1-6-submit-93169-crop,2
18-1-6-submit-93170-crop,1.8
18-2-7-submit-00000-crop,3.8
18-2-7-submit-91740-crop,3.6
18-2-7-submit-92068-crop,4
18-2-7-submit-92069-crop,3.2
18-2-7-submit-92147-crop,3.6
18-2-7-submit-92582-crop,3
18-2-7-submit-92584-crop,2
18-2-7-submit-93014-crop,4.2
18-2-7-submit-93056-crop,4.2
18-2-7-submit-93059-crop,4.2
18-2-7-submit-93060-crop,4
18-2-7-submit-93062-crop,4
18-2-7-submit-93065-crop,4.2
18-2-7-submit-93110-crop,4.2
18-2-7-submit-93169-crop,2
18-2-7-submit-93170-crop,2.2
19-1-3-submit-00000-crop,3.2
19-1-3-submit-91740-crop,3.4
19-1-3-submit-92068-crop,3.8
19-1-3-submit-92069-crop,3.6
19-1-3-submit-92147-crop,3.4
19-1-3-submit-92582-crop,3
19-1-3-submit-92584-crop,1.2
19-1-3-submit-93014-crop,3.2
19-1-3-submit-93056-crop,3.2
19-1-3-submit-93059-crop,3.6
19-1-3-submit-93060-crop,3.4
19-1-3-submit-93062-crop,3.2
19-1-3-submit-93065-crop,3.4
19-1-3-submit-93110-crop,3.8
19-1-3-submit-93169-crop,2.6
19-1-3-submit-93170-crop,3
19-2-3-submit-00000-crop,3.4
19-2-3-submit-91740-crop,3.4
19-2-3-submit-92068-crop,4
19-2-3-submit-92069-crop,3.4
19-2-3-submit-92147-crop,3.6
19-2-3-submit-92582-crop,3.2
19-2-3-submit-92584-crop,2
19-2-3-submit-93014-crop,3
19-2-3-submit-93056-crop,3.4
19-2-3-submit-93059-crop,4
19-2-3-submit-93060-crop,4
19-2-3-submit-93062-crop,4
19-2-3-submit-93065-crop,4
19-2-3-submit-93110-crop,4
19-2-3-submit-93169-crop,2
19-2-3-submit-93170-crop,2
20-1-8-submit-00000-crop,3.4
20-1-8-submit-91740-crop,3.8
20-1-8-submit-92068-crop,4
20-1-8-submit-92069-crop,3.8
20-1-8-submit-92147-crop,3.6
20-1-8-submit-92582-crop,3.4
20-1-8-submit-92584-crop,1.8
20-1-8-submit-93014-crop,3.8
20-1-8-submit-93056-crop,3.8
20-1-8-submit-93059-crop,4
20-1-8-submit-93060-crop,3.8
20-1-8-submit-93062-crop,3.6
20-1-8-submit-93065-crop,3.8
20-1-8-submit-93110-crop,4.2
20-1-8-submit-93169-crop,1.8
20-1-8-submit-93170-crop,1.6
20-2-8-submit-00000-crop,3.6
20-2-8-submit-91740-crop,3.6
20-2-8-submit-92068-crop,4
20-2-8-submit-92069-crop,3.6
20-2-8-submit-92147-crop,3.6
20-2-8-submit-92582-crop,3
20-2-8-submit-92584-crop,1.6
20-2-8-submit-93014-crop,4.2
20-2-8-submit-93056-crop,4.2
20-2-8-submit-93059-crop,4.2
20-2-8-submit-93060-crop,4.2
20-2-8-submit-93062-crop,3.8
20-2-8-submit-93065-crop,4.2
20-2-8-submit-93110-crop,4
20-2-8-submit-93169-crop,1.6
20-2-8-submit-93170-crop,2
21-1-3-submit-00000-crop,3.6
21-1-3-submit-91740-crop,3.8
21-1-3-submit-92068-crop,3.6
21-1-3-submit-92069-crop,3.4
21-1-3-submit-92147-crop,3.6
21-1-3-submit-92582-crop,3
21-1-3-submit-92584-crop,1.2
21-1-3-submit-93014-crop,4
21-1-3-submit-93056-crop,4
21-1-3-submit-93059-crop,4.2
21-1-3-submit-93060-crop,4
21-1-3-submit-93062-crop,3.6
21-1-3-submit-93065-crop,4
21-1-3-submit-93110-crop,4.2
21-1-3-submit-93169-crop,2
21-1-3-submit-93170-crop,2.2
21-2-7-submit-00000-crop,3.4
21-2-7-submit-91740-crop,2.8
21-2-7-submit-92068-crop,3.4
21-2-7-submit-92069-crop,2.8
21-2-7-submit-92147-crop,2.8
21-2-7-submit-92582-crop,3
21-2-7-submit-92584-crop,1.6
21-2-7-submit-93014-crop,3.4
21-2-7-submit-93056-crop,3.4
21-2-7-submit-93059-crop,3.6
21-2-7-submit-93060-crop,3.4
21-2-7-submit-93062-crop,3.6
21-2-7-submit-93065-crop,3.6
21-2-7-submit-93110-crop,3.8
21-2-7-submit-93169-crop,2.2
21-2-7-submit-93170-crop,2.2
2-1-7-submit-00000-crop,4.2
2-1-7-submit-91740-crop,3.8
2-1-7-submit-92068-crop,4.2
2-1-7-submit-92069-crop,3.6
2-1-7-submit-92147-crop,3.8
2-1-7-submit-92582-crop,3.6
2-1-7-submit-92584-crop,2
2-1-7-submit-93014-crop,3.8
2-1-7-submit-93056-crop,3.8
2-1-7-submit-93059-crop,4.2
2-1-7-submit-93060-crop,3.8
2-1-7-submit-93062-crop,4
2-1-7-submit-93065-crop,3.8
2-1-7-submit-93110-crop,4.2
2-1-7-submit-93169-crop,2
2-1-7-submit-93170-crop,2
2-2-11-submit-00000-crop,4
2-2-11-submit-91740-crop,2.8
2-2-11-submit-92068-crop,3.6
2-2-11-submit-92069-crop,3.4
2-2-11-submit-92147-crop,2.6
2-2-11-submit-92582-crop,3.2
2-2-11-submit-92584-crop,1.8
2-2-11-submit-93014-crop,4.2
2-2-11-submit-93056-crop,4.2
2-2-11-submit-93059-crop,4.2
2-2-11-submit-93060-crop,4.2
2-2-11-submit-93062-crop,4.2
2-2-11-submit-93065-crop,4.2
2-2-11-submit-93110-crop,4.2
2-2-11-submit-93169-crop,1.8
2-2-11-submit-93170-crop,1.8
22-1-4-submit-00000-crop,4.2
22-1-4-submit-91740-crop,4
22-1-4-submit-92068-crop,4.2
22-1-4-submit-92069-crop,4
22-1-4-submit-92147-crop,4
22-1-4-submit-92582-crop,3.4
22-1-4-submit-92584-crop,1.4
22-1-4-submit-93014-crop,3.8
22-1-4-submit-93056-crop,4
22-1-4-submit-93059-crop,4.2
22-1-4-submit-93060-crop,4.2
22-1-4-submit-93062-crop,4.2
22-1-4-submit-93065-crop,4
22-1-4-submit-93110-crop,4.2
22-1-4-submit-93169-crop,2.6
22-1-4-submit-93170-crop,2.8
22-2-1-submit-00000-crop,4.2
22-2-1-submit-91740-crop,4.2
22-2-1-submit-92068-crop,4
22-2-1-submit-92069-crop,4.2
22-2-1-submit-92147-crop,4
22-2-1-submit-92582-crop,3.6
22-2-1-submit-92584-crop,1.6
22-2-1-submit-93014-crop,4.2
22-2-1-submit-93056-crop,4.2
22-2-1-submit-93059-crop,4.2
22-2-1-submit-93060-crop,4.2
22-2-1-submit-93062-crop,4.2
22-2-1-submit-93065-crop,4
22-2-1-submit-93110-crop,4
22-2-1-submit-93169-crop,2
22-2-1-submit-93170-crop,2.6
3-1-6-submit-00000-crop,4.2
3-1-6-submit-91740-crop,3
3-1-6-submit-92068-crop,2.8
3-1-6-submit-92069-crop,3.2
3-1-6-submit-92147-crop,3.4
3-1-6-submit-92582-crop,2.8
3-1-6-submit-92584-crop,2
3-1-6-submit-93014-crop,4
3-1-6-submit-93056-crop,4
3-1-6-submit-93059-crop,4
3-1-6-submit-93060-crop,4
3-1-6-submit-93062-crop,4.2
3-1-6-submit-93065-crop,4.2
3-1-6-submit-93110-crop,3.6
3-1-6-submit-93169-crop,2.2
3-1-6-submit-93170-crop,2.4
3-2-3-submit-00000-crop,3.6
3-2-3-submit-91740-crop,3.2
3-2-3-submit-92068-crop,3.2
3-2-3-submit-92069-crop,3.4
3-2-3-submit-92147-crop,3.4
3-2-3-submit-92582-crop,2.8
3-2-3-submit-92584-crop,1.8
3-2-3-submit-93014-crop,3.8
3-2-3-submit-93056-crop,3.6
3-2-3-submit-93059-crop,4.2
3-2-3-submit-93060-crop,4.2
3-2-3-submit-93062-crop,3.8
3-2-3-submit-93065-crop,3.4
3-2-3-submit-93110-crop,4
3-2-3-submit-93169-crop,2.2
3-2-3-submit-93170-crop,2.2
4-1-9-submit-00000-crop,2.6
4-1-9-submit-91740-crop,3.6
4-1-9-submit-92068-crop,4
4-1-9-submit-92069-crop,3.4
4-1-9-submit-92147-crop,3.8
4-1-9-submit-92582-crop,2.6
4-1-9-submit-92584-crop,1.6
4-1-9-submit-93014-crop,3.2
4-1-9-submit-93056-crop,3.8
4-1-9-submit-93059-crop,3.8
4-1-9-submit-93060-crop,3.8
4-1-9-submit-93062-crop,3.6
4-1-9-submit-93065-crop,3.8
4-1-9-submit-93110-crop,2.8
4-1-9-submit-93169-crop,3.2
4-1-9-submit-93170-crop,3.4
4-2-6-submit-00000-crop,4.2
4-2-6-submit-91740-crop,3.8
4-2-6-submit-92068-crop,4.2
4-2-6-submit-92069-crop,4
4-2-6-submit-92147-crop,3.8
4-2-6-submit-92582-crop,3.2
4-2-6-submit-92584-crop,2
4-2-6-submit-93014-crop,3.8
4-2-6-submit-93056-crop,4
4-2-6-submit-93059-crop,4.2
4-2-6-submit-93060-crop,4.2
4-2-6-submit-93062-crop,4.2
4-2-6-submit-93065-crop,4.2
4-2-6-submit-93110-crop,3.2
4-2-6-submit-93169-crop,2.2
4-2-6-submit-93170-crop,2.2
5-1-17-submit-00000-crop,3.8
5-1-17-submit-91740-crop,4
5-1-17-submit-92068-crop,4.2
5-1-17-submit-92069-crop,4
5-1-17-submit-92147-crop,4
5-1-17-submit-92582-crop,3.4
5-1-17-submit-92584-crop,2
5-1-17-submit-93014-crop,4
5-1-17-submit-93056-crop,3.4
5-1-17-submit-93059-crop,4.2
5-1-17-submit-93060-crop,3.8
5-1-17-submit-93062-crop,4.2
5-1-17-submit-93065-crop,3.4
5-1-17-submit-93110-crop,3.6
5-1-17-submit-93169-crop,1.8
5-1-17-submit-93170-crop,2.2
5-2-10-submit-00000-crop,4
5-2-10-submit-91740-crop,3.6
5-2-10-submit-92068-crop,4
5-2-10-submit-92069-crop,3.4
5-2-10-submit-92147-crop,3.8
5-2-10-submit-92582-crop,2.8
5-2-10-submit-92584-crop,2
5-2-10-submit-93014-crop,4.2
5-2-10-submit-93056-crop,4.2
5-2-10-submit-93059-crop,4.2
5-2-10-submit-93060-crop,4.2
5-2-10-submit-93062-crop,4.2
5-2-10-submit-93065-crop,4.2
5-2-10-submit-93110-crop,3
5-2-10-submit-93169-crop,1.8
5-2-10-submit-93170-crop,2.4
6-1-12-submit-00000-crop,4.4
6-1-12-submit-91740-crop,3.4
6-1-12-submit-92068-crop,3.6
6-1-12-submit-92069-crop,3.8
6-1-12-submit-92147-crop,3.2
6-1-12-submit-92582-crop,3
6-1-12-submit-92584-crop,1.8
6-1-12-submit-93014-crop,4.2
6-1-12-submit-93056-crop,4.2
6-1-12-submit-93059-crop,4.2
6-1-12-submit-93060-crop,4.2
6-1-12-submit-93062-crop,4.2
6-1-12-submit-93065-crop,4.2
6-1-12-submit-93110-crop,4.4
6-1-12-submit-93169-crop,3.2
6-1-12-submit-93170-crop,3.6
6-2-11-submit-00000-crop,2.8
6-2-11-submit-91740-crop,2.4
6-2-11-submit-92068-crop,3.8
6-2-11-submit-92069-crop,4
6-2-11-submit-92147-crop,2.8
6-2-11-submit-92582-crop,3.2
6-2-11-submit-92584-crop,1.8
6-2-11-submit-93014-crop,4.2
6-2-11-submit-93056-crop,4.2
6-2-11-submit-93059-crop,4.4
6-2-11-submit-93060-crop,4.4
6-2-11-submit-93062-crop,4.4
6-2-11-submit-93065-crop,4.2
6-2-11-submit-93110-crop,3.6
6-2-11-submit-93169-crop,3.6
6-2-11-submit-93170-crop,3.8
7-1-12-submit-00000-crop,4
7-1-12-submit-91740-crop,3.8
7-1-12-submit-92068-crop,3.8
7-1-12-submit-92069-crop,3.6
7-1-12-submit-92147-crop,3.4
7-1-12-submit-92582-crop,3.6
7-1-12-submit-92584-crop,1.8
7-1-12-submit-93014-crop,3
7-1-12-submit-93056-crop,3.2
7-1-12-submit-93059-crop,3.8
7-1-12-submit-93060-crop,4
7-1-12-submit-93062-crop,3.6
7-1-12-submit-93065-crop,3.8
7-1-12-submit-93110-crop,4
7-1-12-submit-93169-crop,3.6
7-1-12-submit-93170-crop,3.4
7-2-9-submit-00000-crop,3.8
7-2-9-submit-91740-crop,3.6
7-2-9-submit-92068-crop,3.8
7-2-9-submit-92069-crop,4
7-2-9-submit-92147-crop,3.6
7-2-9-submit-92582-crop,2.4
7-2-9-submit-92584-crop,1.8
7-2-9-submit-93014-crop,4
7-2-9-submit-93056-crop,4.2
7-2-9-submit-93059-crop,4.2
7-2-9-submit-93060-crop,4.2
7-2-9-submit-93062-crop,4.2
7-2-9-submit-93065-crop,4
7-2-9-submit-93110-crop,3.6
7-2-9-submit-93169-crop,3.4
7-2-9-submit-93170-crop,3.4
8-1-10-submit-00000-crop,3.4
8-1-10-submit-91740-crop,3.2
8-1-10-submit-92068-crop,4.2
8-1-10-submit-92069-crop,4.2
8-1-10-submit-92147-crop,3.4
8-1-10-submit-92582-crop,3.6
8-1-10-submit-92584-crop,1.8
8-1-10-submit-93014-crop,3.6
8-1-10-submit-93056-crop,4.2
8-1-10-submit-93059-crop,4.2
8-1-10-submit-93060-crop,4.2
8-1-10-submit-93062-crop,4.2
8-1-10-submit-93065-crop,4.2
8-1-10-submit-93110-crop,3.2
8-1-10-submit-93169-crop,2.6
8-1-10-submit-93170-crop,2.8
8-2-10-submit-00000-crop,3.8
8-2-10-submit-91740-crop,3.2
8-2-10-submit-92068-crop,3.8
8-2-10-submit-92069-crop,3.2
8-2-10-submit-92147-crop,3.4
8-2-10-submit-92582-crop,3.4
8-2-10-submit-92584-crop,1.8
8-2-10-submit-93014-crop,4.2
8-2-10-submit-93056-crop,4.2
8-2-10-submit-93059-crop,4
8-2-10-submit-93060-crop,4
8-2-10-submit-93062-crop,4.2
8-2-10-submit-93065-crop,4
8-2-10-submit-93110-crop,2.8
8-2-10-submit-93169-crop,3.4
8-2-10-submit-93170-crop,3.4
9-1-10-submit-00000-crop,3.4
9-1-10-submit-91740-crop,3.2
9-1-10-submit-92068-crop,3.6
9-1-10-submit-92069-crop,3.8
9-1-10-submit-92147-crop,3.6
9-1-10-submit-92582-crop,3.6
9-1-10-submit-92584-crop,1.6
9-1-10-submit-93014-crop,4
9-1-10-submit-93056-crop,4
9-1-10-submit-93059-crop,3.8
9-1-10-submit-93060-crop,4
9-1-10-submit-93062-crop,4
9-1-10-submit-93065-crop,4
9-1-10-submit-93110-crop,4
9-1-10-submit-93169-crop,2.8
9-1-10-submit-93170-crop,3
9-2-8-submit-00000-crop,4.2
9-2-8-submit-91740-crop,3.8
9-2-8-submit-92068-crop,4.2
9-2-8-submit-92069-crop,3.8
9-2-8-submit-92147-crop,4
9-2-8-submit-92582-crop,3.2
9-2-8-submit-92584-crop,2.2
9-2-8-submit-93014-crop,4
9-2-8-submit-93056-crop,4
9-2-8-submit-93059-crop,3.8
9-2-8-submit-93060-crop,3.6
9-2-8-submit-93062-crop,3.6
9-2-8-submit-93065-crop,4
9-2-8-submit-93110-crop,3.8
9-2-8-submit-93169-crop,3.4
9-2-8-submit-93170-crop,3.4
