name,mos
15-2-3-submit-82999-crop,2.755
15-2-3-submit-83063-crop,2.63
15-2-3-submit-83485-crop,1.775
15-2-3-submit-83496-crop,2.93
15-2-3-submit-83609-crop,3.215
15-2-3-submit-83619-crop,3.445
16-1-4-submit-00000-crop,3.845
16-1-4-submit-82495-crop,3.09
16-1-4-submit-82501-crop,3.895
16-1-4-submit-82508-crop,1.795
16-1-4-submit-82511-crop,3.72
16-1-4-submit-82882-crop,3.91
16-1-4-submit-82910-crop,3.65
16-1-4-submit-82999-crop,2.755
16-1-4-submit-83063-crop,2.63
16-1-4-submit-83485-crop,1.775
16-1-4-submit-83496-crop,2.93
16-1-4-submit-83609-crop,3.215
16-1-4-submit-83619-crop,3.445
16-2-5-submit-00000-crop,3.845
16-2-5-submit-82495-crop,3.09
16-2-5-submit-82501-crop,3.895
16-2-5-submit-82508-crop,1.795
16-2-5-submit-82511-crop,3.72
16-2-5-submit-82882-crop,3.91
16-2-5-submit-82910-crop,3.65
16-2-5-submit-82999-crop,2.755
16-2-5-submit-83063-crop,2.63
16-2-5-submit-83485-crop,1.775
16-2-5-submit-83496-crop,2.93
16-2-5-submit-83609-crop,3.215
16-2-5-submit-83619-crop,3.445
18-1-3-submit-00000-crop,3.845
18-1-3-submit-82495-crop,3.09
18-1-3-submit-82501-crop,3.895
18-1-3-submit-82508-crop,1.795
18-1-3-submit-82511-crop,3.72
18-1-3-submit-82882-crop,3.91
18-1-3-submit-82910-crop,3.65
18-1-3-submit-82999-crop,2.755
18-1-3-submit-83063-crop,2.63
18-1-3-submit-83485-crop,1.775
18-1-3-submit-83496-crop,2.93
18-1-3-submit-83609-crop,3.215
18-1-3-submit-83619-crop,3.445
18-2-4-submit-00000-crop,3.845
18-2-4-submit-82495-crop,3.09
18-2-4-submit-82501-crop,3.895
18-2-4-submit-82508-crop,1.795
18-2-4-submit-82511-crop,3.72
18-2-4-submit-82882-crop,3.91
18-2-4-submit-82910-crop,3.65
18-2-4-submit-82999-crop,2.755
18-2-4-submit-83063-crop,2.63
18-2-4-submit-83485-crop,1.775
18-2-4-submit-83496-crop,2.93
18-2-4-submit-83609-crop,3.215
18-2-4-submit-83619-crop,3.445
19-1-2-submit-00000-crop,3.845
19-1-2-submit-82495-crop,3.09
19-1-2-submit-82501-crop,3.895
19-1-2-submit-82508-crop,1.795
19-1-2-submit-82511-crop,3.72
19-1-2-submit-82882-crop,3.91
19-1-2-submit-82910-crop,3.65
19-1-2-submit-82999-crop,2.755
19-1-2-submit-83063-crop,2.63
19-1-2-submit-83485-crop,1.775
19-1-2-submit-83496-crop,2.93
19-1-2-submit-83609-crop,3.215
19-1-2-submit-83619-crop,3.445
19-2-1-submit-00000-crop,3.845
19-2-1-submit-82495-crop,3.09
19-2-1-submit-82501-crop,3.895
19-2-1-submit-82508-crop,1.795
19-2-1-submit-82511-crop,3.72
19-2-1-submit-82882-crop,3.91
19-2-1-submit-82910-crop,3.65
19-2-1-submit-82999-crop,2.755
19-2-1-submit-83063-crop,2.63
19-2-1-submit-83485-crop,1.775
19-2-1-submit-83496-crop,2.93
19-2-1-submit-83609-crop,3.215
19-2-1-submit-83619-crop,3.445
20-1-3-submit-00000-crop,3.845
20-1-3-submit-82495-crop,3.09
20-1-3-submit-82501-crop,3.895
20-1-3-submit-82508-crop,1.795
20-1-3-submit-82511-crop,3.72
20-1-3-submit-82882-crop,3.91
20-1-3-submit-82910-crop,3.65
20-1-3-submit-82999-crop,2.755
20-1-3-submit-83063-crop,2.63
20-1-3-submit-83485-crop,1.775
20-1-3-submit-83496-crop,2.93
20-1-3-submit-83609-crop,3.215
20-1-3-submit-83619-crop,3.445
20-2-3-submit-00000-crop,3.845
20-2-3-submit-82495-crop,3.09
20-2-3-submit-82501-crop,3.895
20-2-3-submit-82508-crop,1.795
20-2-3-submit-82511-crop,3.72
20-2-3-submit-82882-crop,3.91
20-2-3-submit-82910-crop,3.65
20-2-3-submit-82999-crop,2.755
20-2-3-submit-83063-crop,2.63
20-2-3-submit-83485-crop,1.775
20-2-3-submit-83496-crop,2.93
20-2-3-submit-83609-crop,3.215
20-2-3-submit-83619-crop,3.445
21-1-2-submit-00000-crop,3.845
21-1-2-submit-82495-crop,3.09
21-1-2-submit-82501-crop,3.895
21-1-2-submit-82508-crop,1.795
21-1-2-submit-82511-crop,3.72
21-1-2-submit-82882-crop,3.91
21-1-2-submit-82910-crop,3.65
21-1-2-submit-82999-crop,2.755
21-1-2-submit-83063-crop,2.63
21-1-2-submit-83485-crop,1.775
21-1-2-submit-83496-crop,2.93
21-1-2-submit-83609-crop,3.215
21-1-2-submit-83619-crop,3.445
2-1-1-submit-00000-crop,3.845
2-1-1-submit-82495-crop,3.09
2-1-1-submit-82501-crop,3.895
2-1-1-submit-82508-crop,1.795
2-1-1-submit-82511-crop,3.72
2-1-1-submit-82882-crop,3.91
2-1-1-submit-82910-crop,3.65
2-1-1-submit-82999-crop,2.755
2-1-1-submit-83063-crop,2.63
2-1-1-submit-83485-crop,1.775
2-1-1-submit-83496-crop,2.93
2-1-1-submit-83609-crop,3.215
2-1-1-submit-83619-crop,3.445
21-2-4-submit-00000-crop,3.845
21-2-4-submit-82495-crop,3.09
21-2-4-submit-82501-crop,3.895
21-2-4-submit-82508-crop,1.795
21-2-4-submit-82511-crop,3.72
21-2-4-submit-82882-crop,3.91
21-2-4-submit-82910-crop,3.65
21-2-4-submit-82999-crop,2.755
21-2-4-submit-83063-crop,2.63
21-2-4-submit-83485-crop,1.775
21-2-4-submit-83496-crop,2.93
21-2-4-submit-83609-crop,3.215
21-2-4-submit-83619-crop,3.445
22-1-2-submit-00000-crop,3.845
22-1-2-submit-82495-crop,3.09
22-1-2-submit-82501-crop,3.895
22-1-2-submit-82508-crop,1.795
22-1-2-submit-82511-crop,3.72
22-1-2-submit-82882-crop,3.91
22-1-2-submit-82910-crop,3.65
22-1-2-submit-82999-crop,2.755
22-1-2-submit-83063-crop,2.63
22-1-2-submit-83485-crop,1.775
22-1-2-submit-83496-crop,2.93
22-1-2-submit-83609-crop,3.215
22-1-2-submit-83619-crop,3.445
22-2-3-submit-00000-crop,3.845
22-2-3-submit-82495-crop,3.09
22-2-3-submit-82501-crop,3.895
22-2-3-submit-82508-crop,1.795
22-2-3-submit-82511-crop,3.72
22-2-3-submit-82882-crop,3.91
22-2-3-submit-82910-crop,3.65
22-2-3-submit-82999-crop,2.755
22-2-3-submit-83063-crop,2.63
22-2-3-submit-83485-crop,1.775
22-2-3-submit-83496-crop,2.93
22-2-3-submit-83609-crop,3.215
22-2-3-submit-83619-crop,3.445
2-2-4-submit-00000-crop,3.845
2-2-4-submit-82495-crop,3.09
2-2-4-submit-82501-crop,3.895
2-2-4-submit-82508-crop,1.795
2-2-4-submit-82511-crop,3.72
2-2-4-submit-82882-crop,3.91
2-2-4-submit-82910-crop,3.65
2-2-4-submit-82999-crop,2.755
2-2-4-submit-83063-crop,2.63
2-2-4-submit-83485-crop,1.775
2-2-4-submit-83496-crop,2.93
2-2-4-submit-83609-crop,3.215
2-2-4-submit-83619-crop,3.445
3-1-4-submit-00000-crop,3.845
3-1-4-submit-82495-crop,3.09
3-1-4-submit-82501-crop,3.895
3-1-4-submit-82508-crop,1.795
3-1-4-submit-82511-crop,3.72
3-1-4-submit-82882-crop,3.91
3-1-4-submit-82910-crop,3.65
3-1-4-submit-82999-crop,2.755
3-1-4-submit-83063-crop,2.63
3-1-4-submit-83485-crop,1.775
3-1-4-submit-83496-crop,2.93
3-1-4-submit-83609-crop,3.215
3-1-4-submit-83619-crop,3.445
3-2-2-submit-00000-crop,3.845
3-2-2-submit-82495-crop,3.09
3-2-2-submit-82501-crop,3.895
3-2-2-submit-82508-crop,1.795
3-2-2-submit-82511-crop,3.72
3-2-2-submit-82882-crop,3.91
3-2-2-submit-82910-crop,3.65
3-2-2-submit-82999-crop,2.755
3-2-2-submit-83063-crop,2.63
3-2-2-submit-83485-crop,1.775
3-2-2-submit-83496-crop,2.93
3-2-2-submit-83609-crop,3.215
3-2-2-submit-83619-crop,3.445
4-1-4-submit-00000-crop,3.845
4-1-4-submit-82495-crop,3.09
4-1-4-submit-82501-crop,3.895
4-1-4-submit-82508-crop,1.795
4-1-4-submit-82511-crop,3.72
4-1-4-submit-82882-crop,3.91
4-1-4-submit-82910-crop,3.65
4-1-4-submit-82999-crop,2.755
4-1-4-submit-83063-crop,2.63
4-1-4-submit-83485-crop,1.775
4-1-4-submit-83496-crop,2.93
4-1-4-submit-83609-crop,3.215
4-1-4-submit-83619-crop,3.445
4-2-4-submit-00000-crop,3.845
4-2-4-submit-82495-crop,3.09
4-2-4-submit-82501-crop,3.895
4-2-4-submit-82508-crop,1.795
4-2-4-submit-82511-crop,3.72
4-2-4-submit-82882-crop,3.91
4-2-4-submit-82910-crop,3.65
4-2-4-submit-82999-crop,2.755
4-2-4-submit-83063-crop,2.63
4-2-4-submit-83485-crop,1.775
4-2-4-submit-83496-crop,2.93
4-2-4-submit-83609-crop,3.215
4-2-4-submit-83619-crop,3.445
5-1-8-submit-00000-crop,3.845
5-1-8-submit-82495-crop,3.09
5-1-8-submit-82501-crop,3.895
5-1-8-submit-82508-crop,1.795
5-1-8-submit-82511-crop,3.72
5-1-8-submit-82882-crop,3.91
5-1-8-submit-82910-crop,3.65
5-1-8-submit-82999-crop,2.755
5-1-8-submit-83063-crop,2.63
5-1-8-submit-83485-crop,1.775
5-1-8-submit-83496-crop,2.93
5-1-8-submit-83609-crop,3.215
5-1-8-submit-83619-crop,3.445
5-2-2-submit-00000-crop,3.845
5-2-2-submit-82495-crop,3.09
5-2-2-submit-82501-crop,3.895
5-2-2-submit-82508-crop,1.795
5-2-2-submit-82511-crop,3.72
5-2-2-submit-82882-crop,3.91
5-2-2-submit-82910-crop,3.65
5-2-2-submit-82999-crop,2.755
5-2-2-submit-83063-crop,2.63
5-2-2-submit-83485-crop,1.775
5-2-2-submit-83496-crop,2.93
5-2-2-submit-83609-crop,3.215
5-2-2-submit-83619-crop,3.445
6-1-6-submit-00000-crop,3.845
6-1-6-submit-82495-crop,3.09
6-1-6-submit-82501-crop,3.895
6-1-6-submit-82508-crop,1.795
6-1-6-submit-82511-crop,3.72
6-1-6-submit-82882-crop,3.91
6-1-6-submit-82910-crop,3.65
6-1-6-submit-82999-crop,2.755
6-1-6-submit-83063-crop,2.63
6-1-6-submit-83485-crop,1.775
6-1-6-submit-83496-crop,2.93
6-1-6-submit-83609-crop,3.215
6-1-6-submit-83619-crop,3.445
6-2-7-submit-00000-crop,3.845
6-2-7-submit-82495-crop,3.09
6-2-7-submit-82501-crop,3.895
6-2-7-submit-82508-crop,1.795
6-2-7-submit-82511-crop,3.72
6-2-7-submit-82882-crop,3.91
6-2-7-submit-82910-crop,3.65
6-2-7-submit-82999-crop,2.755
6-2-7-submit-83063-crop,2.63
6-2-7-submit-83485-crop,1.775
6-2-7-submit-83496-crop,2.93
6-2-7-submit-83609-crop,3.215
6-2-7-submit-83619-crop,3.445
7-1-5-submit-00000-crop,3.845
7-1-5-submit-82495-crop,3.09
7-1-5-submit-82501-crop,3.895
7-1-5-submit-82508-crop,1.795
7-1-5-submit-82511-crop,3.72
7-1-5-submit-82882-crop,3.91
7-1-5-submit-82910-crop,3.65
7-1-5-submit-82999-crop,2.755
7-1-5-submit-83063-crop,2.63
7-1-5-submit-83485-crop,1.775
7-1-5-submit-83496-crop,2.93
7-1-5-submit-83609-crop,3.215
7-1-5-submit-83619-crop,3.445
7-2-3-submit-00000-crop,3.845
7-2-3-submit-82495-crop,3.09
7-2-3-submit-82501-crop,3.895
7-2-3-submit-82508-crop,1.795
7-2-3-submit-82511-crop,3.72
7-2-3-submit-82882-crop,3.91
7-2-3-submit-82910-crop,3.65
7-2-3-submit-82999-crop,2.755
7-2-3-submit-83063-crop,2.63
7-2-3-submit-83485-crop,1.775
7-2-3-submit-83496-crop,2.93
7-2-3-submit-83609-crop,3.215
7-2-3-submit-83619-crop,3.445
8-1-6-submit-00000-crop,3.845
8-1-6-submit-82495-crop,3.09
8-1-6-submit-82501-crop,3.895
8-1-6-submit-82508-crop,1.795
8-1-6-submit-82511-crop,3.72
8-1-6-submit-82882-crop,3.91
8-1-6-submit-82910-crop,3.65
8-1-6-submit-82999-crop,2.755
8-1-6-submit-83063-crop,2.63
8-1-6-submit-83485-crop,1.775
8-1-6-submit-83496-crop,2.93
8-1-6-submit-83609-crop,3.215
8-1-6-submit-83619-crop,3.445
8-2-2-submit-00000-crop,3.845
8-2-2-submit-82495-crop,3.09
8-2-2-submit-82501-crop,3.895
8-2-2-submit-82508-crop,1.795
8-2-2-submit-82511-crop,3.72
8-2-2-submit-82882-crop,3.91
8-2-2-submit-82910-crop,3.65
8-2-2-submit-82999-crop,2.755
8-2-2-submit-83063-crop,2.63
8-2-2-submit-83485-crop,1.775
8-2-2-submit-83496-crop,2.93
8-2-2-submit-83609-crop,3.215
8-2-2-submit-83619-crop,3.445
9-1-4-submit-00000-crop,3.845
9-1-4-submit-82495-crop,3.09
9-1-4-submit-82501-crop,3.895
9-1-4-submit-82508-crop,1.795
9-1-4-submit-82511-crop,3.72
9-1-4-submit-82882-crop,3.91
9-1-4-submit-82910-crop,3.65
9-1-4-submit-82999-crop,2.755
9-1-4-submit-83063-crop,2.63
9-1-4-submit-83485-crop,1.775
9-1-4-submit-83496-crop,2.93
9-1-4-submit-83609-crop,3.215
9-1-4-submit-83619-crop,3.445
9-2-2-submit-00000-crop,3.845
9-2-2-submit-82495-crop,3.09
9-2-2-submit-82501-crop,3.895
9-2-2-submit-82508-crop,1.795
9-2-2-submit-82511-crop,3.72
9-2-2-submit-82882-crop,3.91
9-2-2-submit-82910-crop,3.65
9-2-2-submit-82999-crop,2.755
9-2-2-submit-83063-crop,2.63
9-2-2-submit-83485-crop,1.775
9-2-2-submit-83496-crop,2.93
9-2-2-submit-83609-crop,3.215
9-2-2-submit-83619-crop,3.445
