name,width,height,framerate
18-2-2-submit-75090,1920,1080,30.0
18-2-2-target,1920,1080,30.0
19-1-1-submit-00000,1920,1080,30.0
19-1-1-submit-73479,1920,1080,30.0
19-1-1-submit-73549,1920,1080,25.0
19-1-1-submit-74734,1920,1080,30.0
19-1-1-submit-74766,1920,1080,30.0
19-1-1-submit-75090,1920,1080,30.0
19-1-1-target,1920,1080,30.0
19-2-2-submit-00000,3840,2160,30.0
19-2-2-submit-73479,3840,2160,30.0
19-2-2-submit-73549,3840,2160,25.0
19-2-2-submit-74734,3840,2160,30.0
19-2-2-submit-74766,3840,2160,30.0
19-2-2-submit-75090,3840,2160,30.0
19-2-2-target,3840,2160,30.0
20-1-2-submit-00000,1920,1080,25.0
20-1-2-submit-73479,1920,1080,25.0
20-1-2-submit-73549,1920,1080,25.0
20-1-2-submit-74734,1920,1080,25.0
20-1-2-submit-74766,1920,1080,30.0
20-1-2-submit-75090,1920,1080,25.0
20-1-2-target,1920,1080,25.0
20-2-1-submit-00000,1920,1080,30.0
20-2-1-submit-73479,1920,1080,30.0
20-2-1-submit-73549,1920,1080,25.0
20-2-1-submit-74734,1920,1080,30.0
20-2-1-submit-74766,1920,1080,30.0
20-2-1-submit-75090,1920,1080,30.0
20-2-1-target,1920,1080,30.0
21-1-1-submit-00000,1920,1080,30.0
21-1-1-submit-73479,1920,1080,30.0
21-1-1-submit-73549,1920,1080,25.0
21-1-1-submit-74734,1920,1080,30.0
21-1-1-submit-74766,1920,1080,30.0
21-1-1-submit-75090,1920,1080,30.0
21-1-1-target,1920,1080,30.0
21-2-2-submit-00000,1920,1080,30.0
21-2-2-submit-73479,1920,1080,30.0
21-2-2-submit-73549,1920,1080,25.0
21-2-2-submit-74734,1920,1080,30.0
21-2-2-submit-74766,1920,1080,30.0
21-2-2-submit-75090,1920,1080,30.0
21-2-2-target,1920,1080,30.0
2-1-4-submit-00000,1920,1080,30.0
2-1-4-submit-73479,1920,1080,30.0
2-1-4-submit-73549,1920,1080,25.0
2-1-4-submit-74734,1920,1080,30.0
2-1-4-submit-74766,1920,1080,30.0
2-1-4-submit-75090,1920,1080,30.0
2-1-4-target,1920,1080,30.0
22-1-1-submit-00000,1920,1080,30.0
22-1-1-submit-73479,1920,1080,30.0
22-1-1-submit-73549,1920,1080,25.0
22-1-1-submit-74734,1920,1080,30.0
22-1-1-submit-74766,1920,1080,30.0
22-1-1-submit-75090,1920,1080,30.0
22-1-1-target,1920,1080,30.0
2-2-1-submit-00000,1920,1080,30.0
2-2-1-submit-73479,1920,1080,30.0
2-2-1-submit-73549,1920,1080,25.0
2-2-1-submit-74734,1920,1080,30.0
2-2-1-submit-74766,1920,1080,30.0
2-2-1-submit-75090,1920,1080,30.0
2-2-1-target,1920,1080,30.0
22-2-2-submit-00000,1920,1080,30.0
22-2-2-submit-73479,1920,1080,30.0
22-2-2-submit-73549,1920,1080,25.0
22-2-2-submit-74734,1920,1080,30.0
22-2-2-submit-74766,1920,1080,30.0
22-2-2-submit-75090,1920,1080,30.0
22-2-2-target,1920,1080,30.0
3-1-2-submit-00000,1920,1080,30.0
3-1-2-submit-73479,1920,1080,30.0
3-1-2-submit-73549,1920,1080,25.0
3-1-2-submit-74734,1920,1080,30.0
3-1-2-submit-74766,1920,1080,30.0
3-1-2-submit-75090,1920,1080,30.0
3-1-2-target,1920,1080,30.0
3-2-5-submit-00000,1920,1080,30.0
3-2-5-submit-73479,1920,1080,30.0
3-2-5-submit-73549,1920,1080,25.0
3-2-5-submit-74734,1920,1080,30.0
3-2-5-submit-74766,1920,1080,30.0
3-2-5-submit-75090,1920,1080,30.0
3-2-5-target,1920,1080,30.0
4-1-1-submit-00000,1920,1080,30.0
4-1-1-submit-73479,1920,1080,30.0
4-1-1-submit-73549,1920,1080,25.0
4-1-1-submit-74734,1920,1080,30.0
4-1-1-submit-74766,1920,1080,30.0
4-1-1-submit-75090,1920,1080,30.0
4-1-1-target,1920,1080,30.0
4-2-2-submit-00000,1920,1080,30.0
4-2-2-submit-73479,1920,1080,30.0
4-2-2-submit-73549,1920,1080,25.0
4-2-2-submit-74734,1920,1080,30.0
4-2-2-submit-74766,1920,1080,30.0
4-2-2-submit-75090,1920,1080,30.0
4-2-2-target,1920,1080,30.0
5-1-1-submit-00000,1920,1080,25.0
5-1-1-submit-73479,1920,1080,25.0
5-1-1-submit-73549,1920,1080,25.0
5-1-1-submit-74734,1920,1080,25.0
5-1-1-submit-74766,1920,1080,30.0
5-1-1-submit-75090,1920,1080,25.0
5-1-1-target,1920,1080,25.0
5-2-9-submit-00000,1920,1080,30.0
5-2-9-submit-73479,1920,1080,30.0
5-2-9-submit-73549,1920,1080,25.0
5-2-9-submit-74734,1920,1080,30.0
5-2-9-submit-74766,1920,1080,30.0
5-2-9-submit-75090,1920,1080,30.0
5-2-9-target,1920,1080,30.0
6-1-2-submit-00000,1920,1080,30.0
6-1-2-submit-73479,1920,1080,30.0
6-1-2-submit-73549,1920,1080,25.0
6-1-2-submit-74734,1920,1080,30.0
6-1-2-submit-74766,1920,1080,30.0
6-1-2-submit-75090,1920,1080,30.0
6-1-2-target,1920,1080,30.0
6-2-2-submit-00000,1920,1080,30.0
6-2-2-submit-73479,1920,1080,30.0
6-2-2-submit-73549,1920,1080,25.0
6-2-2-submit-74734,1920,1080,30.0
6-2-2-submit-74766,1920,1080,30.0
6-2-2-submit-75090,1920,1080,30.0
6-2-2-target,1920,1080,30.0
7-1-1-submit-00000,1920,1080,30.0
7-1-1-submit-73479,1920,1080,30.0
7-1-1-submit-73549,1920,1080,25.0
7-1-1-submit-74734,1920,1080,30.0
7-1-1-submit-74766,1920,1080,30.0
7-1-1-submit-75090,1920,1080,30.0
7-1-1-target,1920,1080,30.0
7-2-10-submit-00000,1920,1080,30.0
7-2-10-submit-73479,1920,1080,30.0
7-2-10-submit-73549,1920,1080,25.0
7-2-10-submit-74734,1920,1080,30.0
7-2-10-submit-74766,1920,1080,30.0
7-2-10-submit-75090,1920,1080,30.0
7-2-10-target,1920,1080,30.0
8-1-1-submit-00000,1920,1080,30.0
8-1-1-submit-73479,1920,1080,30.0
8-1-1-submit-73549,1920,1080,25.0
8-1-1-submit-74734,1920,1080,30.0
8-1-1-submit-74766,1920,1080,30.0
8-1-1-submit-75090,1920,1080,30.0
8-1-1-target,1920,1080,30.0
8-2-5-submit-00000,1920,1080,30.0
8-2-5-submit-73479,1920,1080,30.0
8-2-5-submit-73549,1920,1080,25.0
8-2-5-submit-74734,1920,1080,30.0
8-2-5-submit-74766,1920,1080,30.0
8-2-5-submit-75090,1920,1080,30.0
8-2-5-target,1920,1080,30.0
9-1-2-submit-00000,1920,1080,30.0
9-1-2-submit-73479,1920,1080,30.0
9-1-2-submit-73549,1920,1080,25.0
9-1-2-submit-74734,1920,1080,30.0
9-1-2-submit-74766,1920,1080,30.0
9-1-2-submit-75090,1920,1080,30.0
9-1-2-target,1920,1080,30.0
9-2-5-submit-00000,1920,1080,30.0
9-2-5-submit-73479,1920,1080,30.0
9-2-5-submit-73549,1920,1080,25.0
9-2-5-submit-74734,1920,1080,30.0
9-2-5-submit-74766,1920,1080,30.0
9-2-5-submit-75090,1920,1080,30.0
9-2-5-target,1920,1080,30.0
