name,mos
18-2-4-submit-82999-crop,3.2
18-2-4-submit-83063-crop,2.6
18-2-4-submit-83485-crop,2
18-2-4-submit-83496-crop,3
18-2-4-submit-83609-crop,3.6
18-2-4-submit-83619-crop,3.2
19-1-2-submit-00000-crop,3
19-1-2-submit-82495-crop,3.4
19-1-2-submit-82501-crop,4
19-1-2-submit-82508-crop,1.8
19-1-2-submit-82511-crop,2.8
19-1-2-submit-82882-crop,3.4
19-1-2-submit-82910-crop,3
19-1-2-submit-82999-crop,2.4
19-1-2-submit-83063-crop,2.2
19-1-2-submit-83485-crop,1.8
19-1-2-submit-83496-crop,3
19-1-2-submit-83609-crop,3.2
19-1-2-submit-83619-crop,3.8
19-2-1-submit-00000-crop,3.4
19-2-1-submit-82495-crop,3
19-2-1-submit-82501-crop,4.2
19-2-1-submit-82508-crop,2.2
19-2-1-submit-82511-crop,3
19-2-1-submit-82882-crop,3.2
19-2-1-submit-82910-crop,3.2
19-2-1-submit-82999-crop,2.8
19-2-1-submit-83063-crop,2.6
19-2-1-submit-83485-crop,2.4
19-2-1-submit-83496-crop,3.2
19-2-1-submit-83609-crop,2.2
19-2-1-submit-83619-crop,3.2
20-1-3-submit-00000-crop,3.8
20-1-3-submit-82495-crop,2.6
20-1-3-submit-82501-crop,4.2
20-1-3-submit-82508-crop,1.6
20-1-3-submit-82511-crop,3.2
20-1-3-submit-82882-crop,3.8
20-1-3-submit-82910-crop,4.2
20-1-3-submit-82999-crop,2.2
20-1-3-submit-83063-crop,2.4
20-1-3-submit-83485-crop,1.6
20-1-3-submit-83496-crop,2.4
20-1-3-submit-83609-crop,2.8
20-1-3-submit-83619-crop,3.8
20-2-3-submit-00000-crop,3.6
20-2-3-submit-82495-crop,2.4
20-2-3-submit-82501-crop,4.2
20-2-3-submit-82508-crop,1.6
20-2-3-submit-82511-crop,3.4
20-2-3-submit-82882-crop,4
20-2-3-submit-82910-crop,3.8
20-2-3-submit-82999-crop,2.8
20-2-3-submit-83063-crop,2.8
20-2-3-submit-83485-crop,2
20-2-3-submit-83496-crop,2.8
20-2-3-submit-83609-crop,3
20-2-3-submit-83619-crop,3.2
21-1-2-submit-00000-crop,3.8
21-1-2-submit-82495-crop,3.2
21-1-2-submit-82501-crop,4.2
21-1-2-submit-82508-crop,2
21-1-2-submit-82511-crop,3.4
21-1-2-submit-82882-crop,3.6
21-1-2-submit-82910-crop,4
21-1-2-submit-82999-crop,2.2
21-1-2-submit-83063-crop,1.4
21-1-2-submit-83485-crop,1.4
21-1-2-submit-83496-crop,2.6
21-1-2-submit-83609-crop,1.8
21-1-2-submit-83619-crop,1.6
2-1-1-submit-00000-crop,4.2
2-1-1-submit-82495-crop,2.6
2-1-1-submit-82501-crop,4
2-1-1-submit-82508-crop,1.8
2-1-1-submit-82511-crop,3.6
2-1-1-submit-82882-crop,3.6
2-1-1-submit-82910-crop,3.6
2-1-1-submit-82999-crop,2.4
2-1-1-submit-83063-crop,2.2
2-1-1-submit-83485-crop,1.8
2-1-1-submit-83496-crop,3.2
2-1-1-submit-83609-crop,3.6
2-1-1-submit-83619-crop,3.2
21-2-4-submit-00000-crop,4
21-2-4-submit-82495-crop,2.6
21-2-4-submit-82501-crop,3.6
21-2-4-submit-82508-crop,1.8
21-2-4-submit-82511-crop,3.8
21-2-4-submit-82882-crop,4.2
21-2-4-submit-82910-crop,4.2
21-2-4-submit-82999-crop,2.4
21-2-4-submit-83063-crop,2.6
21-2-4-submit-83485-crop,1.4
21-2-4-submit-83496-crop,2.4
21-2-4-submit-83609-crop,2.4
21-2-4-submit-83619-crop,3.4
22-1-2-submit-00000-crop,4.2
22-1-2-submit-82495-crop,3.4
22-1-2-submit-82501-crop,4.2
22-1-2-submit-82508-crop,2
22-1-2-submit-82511-crop,3.6
22-1-2-submit-82882-crop,3.6
22-1-2-submit-82910-crop,4
22-1-2-submit-82999-crop,3.6
22-1-2-submit-83063-crop,3.2
22-1-2-submit-83485-crop,1.8
22-1-2-submit-83496-crop,3.6
22-1-2-submit-83609-crop,3.8
22-1-2-submit-83619-crop,4
22-2-3-submit-00000-crop,3.8
22-2-3-submit-82495-crop,3.4
22-2-3-submit-82501-crop,4.2
22-2-3-submit-82508-crop,2.2
22-2-3-submit-82511-crop,3.8
22-2-3-submit-82882-crop,4
22-2-3-submit-82910-crop,3.8
22-2-3-submit-82999-crop,3
22-2-3-submit-83063-crop,3.6
22-2-3-submit-83485-crop,1.8
22-2-3-submit-83496-crop,3.6
22-2-3-submit-83609-crop,3.4
22-2-3-submit-83619-crop,3.8
2-2-4-submit-00000-crop,3.2
2-2-4-submit-82495-crop,2
2-2-4-submit-82501-crop,4
2-2-4-submit-82508-crop,1.8
2-2-4-submit-82511-crop,3.4
2-2-4-submit-82882-crop,4
2-2-4-submit-82910-crop,3.2
2-2-4-submit-82999-crop,2.6
2-2-4-submit-83063-crop,2.6
2-2-4-submit-83485-crop,1.8
2-2-4-submit-83496-crop,2.6
2-2-4-submit-83609-crop,2.8
2-2-4-submit-83619-crop,2.6
3-1-4-submit-00000-crop,3.8
3-1-4-submit-82495-crop,3.2
3-1-4-submit-82501-crop,3.6
3-1-4-submit-82508-crop,1.8
3-1-4-submit-82511-crop,4.2
3-1-4-submit-82882-crop,4
3-1-4-submit-82910-crop,3.4
3-1-4-submit-82999-crop,2
3-1-4-submit-83063-crop,2.4
3-1-4-submit-83485-crop,1.6
3-1-4-submit-83496-crop,2.6
3-1-4-submit-83609-crop,3.6
3-1-4-submit-83619-crop,3.6
3-2-2-submit-00000-crop,4
3-2-2-submit-82495-crop,2.4
3-2-2-submit-82501-crop,3.8
3-2-2-submit-82508-crop,1.6
3-2-2-submit-82511-crop,4.2
3-2-2-submit-82882-crop,4.2
3-2-2-submit-82910-crop,3.6
3-2-2-submit-82999-crop,2.2
3-2-2-submit-83063-crop,2.4
3-2-2-submit-83485-crop,1.8
3-2-2-submit-83496-crop,2.8
3-2-2-submit-83609-crop,3
3-2-2-submit-83619-crop,3
4-1-4-submit-00000-crop,3.6
4-1-4-submit-82495-crop,2.8
4-1-4-submit-82501-crop,3.4
4-1-4-submit-82508-crop,1.4
4-1-4-submit-82511-crop,3.2
4-1-4-submit-82882-crop,3.4
4-1-4-submit-82910-crop,3.6
4-1-4-submit-82999-crop,1.8
4-1-4-submit-83063-crop,1.6
4-1-4-submit-83485-crop,1.4
4-1-4-submit-83496-crop,2
4-1-4-submit-83609-crop,3
4-1-4-submit-83619-crop,3.6
4-2-4-submit-00000-crop,4.2
4-2-4-submit-82495-crop,3
4-2-4-submit-82501-crop,3.8
4-2-4-submit-82508-crop,1.6
4-2-4-submit-82511-crop,4.2
4-2-4-submit-82882-crop,4.2
4-2-4-submit-82910-crop,3.6
4-2-4-submit-82999-crop,2.6
4-2-4-submit-83063-crop,1.8
4-2-4-submit-83485-crop,1.8
4-2-4-submit-83496-crop,2.6
4-2-4-submit-83609-crop,2.4
4-2-4-submit-83619-crop,2.8
5-1-8-submit-00000-crop,4.2
5-1-8-submit-82495-crop,3
5-1-8-submit-82501-crop,4.2
5-1-8-submit-82508-crop,1.6
5-1-8-submit-82511-crop,3.8
5-1-8-submit-82882-crop,4
5-1-8-submit-82910-crop,3.4
5-1-8-submit-82999-crop,2.8
5-1-8-submit-83063-crop,2.2
5-1-8-submit-83485-crop,1.6
5-1-8-submit-83496-crop,2.6
5-1-8-submit-83609-crop,3
5-1-8-submit-83619-crop,3.6
5-2-2-submit-00000-crop,3.8
5-2-2-submit-82495-crop,3.2
5-2-2-submit-82501-crop,2.6
5-2-2-submit-82508-crop,1.8
5-2-2-submit-82511-crop,4.2
5-2-2-submit-82882-crop,4.2
5-2-2-submit-82910-crop,3.4
5-2-2-submit-82999-crop,2.2
5-2-2-submit-83063-crop,2.6
5-2-2-submit-83485-crop,1.8
5-2-2-submit-83496-crop,2.6
5-2-2-submit-83609-crop,3.2
5-2-2-submit-83619-crop,3.2
6-1-6-submit-00000-crop,4.2
6-1-6-submit-82495-crop,3.8
6-1-6-submit-82501-crop,4.2
6-1-6-submit-82508-crop,1.8
6-1-6-submit-82511-crop,4
6-1-6-submit-82882-crop,4.2
6-1-6-submit-82910-crop,3.8
6-1-6-submit-82999-crop,2.4
6-1-6-submit-83063-crop,2.8
6-1-6-submit-83485-crop,1.6
6-1-6-submit-83496-crop,3.2
6-1-6-submit-83609-crop,4
6-1-6-submit-83619-crop,3.8
6-2-7-submit-00000-crop,2.6
6-2-7-submit-82495-crop,2.6
6-2-7-submit-82501-crop,3
6-2-7-submit-82508-crop,1.6
6-2-7-submit-82511-crop,3.6
6-2-7-submit-82882-crop,3.8
6-2-7-submit-82910-crop,3.8
6-2-7-submit-82999-crop,3.2
6-2-7-submit-83063-crop,2.2
6-2-7-submit-83485-crop,1.4
6-2-7-submit-83496-crop,2.2
6-2-7-submit-83609-crop,3.8
6-2-7-submit-83619-crop,3.4
7-1-5-submit-00000-crop,4
7-1-5-submit-82495-crop,3.2
7-1-5-submit-82501-crop,4.2
7-1-5-submit-82508-crop,1.6
7-1-5-submit-82511-crop,4
7-1-5-submit-82882-crop,4
7-1-5-submit-82910-crop,3
7-1-5-submit-82999-crop,3
7-1-5-submit-83063-crop,2
7-1-5-submit-83485-crop,1.6
7-1-5-submit-83496-crop,3.2
7-1-5-submit-83609-crop,3.8
7-1-5-submit-83619-crop,3.6
7-2-3-submit-00000-crop,4
7-2-3-submit-82495-crop,3.6
7-2-3-submit-82501-crop,4.2
7-2-3-submit-82508-crop,2.2
7-2-3-submit-82511-crop,4.2
7-2-3-submit-82882-crop,4.4
7-2-3-submit-82910-crop,4.2
7-2-3-submit-82999-crop,3.2
7-2-3-submit-83063-crop,3.2
7-2-3-submit-83485-crop,1.8
7-2-3-submit-83496-crop,3
7-2-3-submit-83609-crop,3.6
7-2-3-submit-83619-crop,3.6
8-1-6-submit-00000-crop,4
8-1-6-submit-82495-crop,3.6
8-1-6-submit-82501-crop,4.2
8-1-6-submit-82508-crop,2.2
8-1-6-submit-82511-crop,3.8
8-1-6-submit-82882-crop,4.2
8-1-6-submit-82910-crop,4
8-1-6-submit-82999-crop,3.4
8-1-6-submit-83063-crop,3.4
8-1-6-submit-83485-crop,1.8
8-1-6-submit-83496-crop,3.4
8-1-6-submit-83609-crop,3
8-1-6-submit-83619-crop,3
8-2-2-submit-00000-crop,3.6
8-2-2-submit-82495-crop,4.2
8-2-2-submit-82501-crop,4.2
8-2-2-submit-82508-crop,1.8
8-2-2-submit-82511-crop,3
8-2-2-submit-82882-crop,4.2
8-2-2-submit-82910-crop,3.8
8-2-2-submit-82999-crop,3
8-2-2-submit-83063-crop,3.4
8-2-2-submit-83485-crop,1.8
8-2-2-submit-83496-crop,3.2
8-2-2-submit-83609-crop,3.8
8-2-2-submit-83619-crop,3.2
9-1-4-submit-00000-crop,4.2
9-1-4-submit-82495-crop,3.6
9-1-4-submit-82501-crop,4
9-1-4-submit-82508-crop,1.6
9-1-4-submit-82511-crop,3.8
9-1-4-submit-82882-crop,3.8
9-1-4-submit-82910-crop,3.6
9-1-4-submit-82999-crop,3
9-1-4-submit-83063-crop,2.6
9-1-4-submit-83485-crop,2
9-1-4-submit-83496-crop,2.4
9-1-4-submit-83609-crop,3.4
9-1-4-submit-83619-crop,3.8
9-2-2-submit-00000-crop,4
9-2-2-submit-82495-crop,3.2
9-2-2-submit-82501-crop,4.2
9-2-2-submit-82508-crop,1.6
9-2-2-submit-82511-crop,3.2
9-2-2-submit-82882-crop,3.8
9-2-2-submit-82910-crop,3
9-2-2-submit-82999-crop,3.2
9-2-2-submit-83063-crop,2.6
9-2-2-submit-83485-crop,1.8
9-2-2-submit-83496-crop,3
9-2-2-submit-83609-crop,3.6
9-2-2-submit-83619-crop,4
