,Unnamed: 0,name,width,height,framerate,mos
42,42,4-2-2-submit-00000-crop,650,650,30.0,3.5450000000000004
43,43,4-2-2-submit-73479-crop,650,650,30.0,2.7299999999999995
44,44,4-2-2-submit-73549-crop,650,650,25.0,3.2399999999999998
45,45,4-2-2-submit-74734-crop,650,650,30.0,2.96
46,46,4-2-2-submit-74766-crop,650,650,30.0,1.9300000000000004
47,47,4-2-2-submit-75090-crop,650,650,30.0,2.675
48,48,5-1-1-submit-00000-crop,688,688,25.0,3.5450000000000004
49,49,5-1-1-submit-73479-crop,688,688,25.0,2.7299999999999995
50,50,5-1-1-submit-73549-crop,688,688,25.0,3.2399999999999998
51,51,5-1-1-submit-74734-crop,688,688,25.0,2.96
52,52,5-1-1-submit-74766-crop,688,688,30.0,1.9300000000000004
53,53,5-1-1-submit-75090-crop,688,688,25.0,2.675
54,54,5-2-9-submit-00000-crop,774,774,30.0,3.5450000000000004
55,55,5-2-9-submit-73479-crop,774,774,30.0,2.7299999999999995
56,56,5-2-9-submit-73549-crop,774,774,25.0,3.2399999999999998
57,57,5-2-9-submit-74734-crop,774,774,30.0,2.96
58,58,5-2-9-submit-74766-crop,774,774,30.0,1.9300000000000004
59,59,5-2-9-submit-75090-crop,774,774,30.0,2.675
60,60,6-1-2-submit-00000-crop,752,752,30.0,3.5450000000000004
61,61,6-1-2-submit-73479-crop,752,752,30.0,2.7299999999999995
62,62,6-1-2-submit-73549-crop,752,752,25.0,3.2399999999999998
63,63,6-1-2-submit-74734-crop,752,752,30.0,2.96
64,64,6-1-2-submit-74766-crop,752,752,30.0,1.9300000000000004
65,65,6-1-2-submit-75090-crop,752,752,30.0,2.675
66,66,6-2-2-submit-00000-crop,702,702,30.0,3.5450000000000004
67,67,6-2-2-submit-73479-crop,702,702,30.0,2.7299999999999995
68,68,6-2-2-submit-73549-crop,702,702,25.0,3.2399999999999998
69,69,6-2-2-submit-74734-crop,702,702,30.0,2.96
70,70,6-2-2-submit-74766-crop,702,702,30.0,1.9300000000000004
71,71,6-2-2-submit-75090-crop,702,702,30.0,2.675
72,72,7-1-1-submit-00000-crop,616,616,30.0,3.5450000000000004
73,73,7-1-1-submit-73479-crop,616,616,30.0,2.7299999999999995
74,74,7-1-1-submit-73549-crop,616,616,25.0,3.2399999999999998
75,75,7-1-1-submit-74734-crop,616,616,30.0,2.96
76,76,7-1-1-submit-74766-crop,616,616,30.0,1.9300000000000004
77,77,7-1-1-submit-75090-crop,616,616,30.0,2.675
78,78,7-2-10-submit-00000-crop,678,678,30.0,3.5450000000000004
79,79,7-2-10-submit-73479-crop,678,678,30.0,2.7299999999999995
80,80,7-2-10-submit-73549-crop,678,678,25.0,3.2399999999999998
81,81,7-2-10-submit-74734-crop,678,678,30.0,2.96
82,82,7-2-10-submit-74766-crop,678,678,30.0,1.9300000000000004
83,83,7-2-10-submit-75090-crop,678,678,30.0,2.675
84,84,8-1-1-submit-00000-crop,640,640,30.0,3.5450000000000004
85,85,8-1-1-submit-73479-crop,640,640,30.0,2.7299999999999995
86,86,8-1-1-submit-73549-crop,640,640,25.0,3.2399999999999998
87,87,8-1-1-submit-74734-crop,640,640,30.0,2.96
88,88,8-1-1-submit-74766-crop,640,640,30.0,1.9300000000000004
89,89,8-1-1-submit-75090-crop,640,640,30.0,2.675
90,90,8-2-5-submit-00000-crop,818,818,30.0,3.5450000000000004
91,91,8-2-5-submit-73479-crop,818,818,30.0,2.7299999999999995
92,92,8-2-5-submit-73549-crop,818,818,25.0,3.2399999999999998
93,93,8-2-5-submit-74734-crop,818,818,30.0,2.96
94,94,8-2-5-submit-74766-crop,818,818,30.0,1.9300000000000004
95,95,8-2-5-submit-75090-crop,818,818,30.0,2.675
96,96,9-1-2-submit-00000-crop,618,618,30.0,3.5450000000000004
97,97,9-1-2-submit-73479-crop,618,618,30.0,2.7299999999999995
98,98,9-1-2-submit-73549-crop,618,618,25.0,3.2399999999999998
99,99,9-1-2-submit-74734-crop,618,618,30.0,2.96
100,100,9-1-2-submit-74766-crop,618,618,30.0,1.9300000000000004
101,101,9-1-2-submit-75090-crop,618,618,30.0,2.675
102,102,9-2-5-submit-00000-crop,768,768,30.0,3.5450000000000004
103,103,9-2-5-submit-73479-crop,768,768,30.0,2.7299999999999995
104,104,9-2-5-submit-73549-crop,768,768,25.0,3.2399999999999998
105,105,9-2-5-submit-74734-crop,768,768,30.0,2.96
106,106,9-2-5-submit-74766-crop,768,768,30.0,1.9300000000000004
107,107,9-2-5-submit-75090-crop,768,768,30.0,2.675
108,108,10-1-1-submit-00000-crop,606,606,30.0,3.5450000000000004
109,109,10-1-1-submit-73479-crop,606,606,30.0,2.7299999999999995
110,110,10-1-1-submit-73549-crop,606,606,25.0,3.2399999999999998
111,111,10-1-1-submit-74734-crop,606,606,30.0,2.96
112,112,10-1-1-submit-74766-crop,606,606,30.0,1.9300000000000004
113,113,10-1-1-submit-75090-crop,606,606,30.0,2.675
114,114,10-2-6-submit-00000-crop,606,606,30.0,3.5450000000000004
115,115,10-2-6-submit-73479-crop,606,606,30.0,2.7299999999999995
116,116,10-2-6-submit-73549-crop,606,606,25.0,3.2399999999999998
117,117,10-2-6-submit-74734-crop,606,606,30.0,2.96
118,118,10-2-6-submit-74766-crop,606,606,30.0,1.9300000000000004
119,119,10-2-6-submit-75090-crop,606,606,30.0,2.675
120,120,12-1-2-submit-00000-crop,762,762,30.0,3.5450000000000004
121,121,12-1-2-submit-73479-crop,762,762,30.0,2.7299999999999995
122,122,12-1-2-submit-73549-crop,762,762,25.0,3.2399999999999998
123,123,12-1-2-submit-74734-crop,762,762,30.0,2.96
124,124,12-1-2-submit-74766-crop,762,762,30.0,1.9300000000000004
125,125,12-1-2-submit-75090-crop,762,762,30.0,2.675
126,126,12-2-1-submit-00000-crop,652,652,30.0,3.5450000000000004
127,127,12-2-1-submit-73479-crop,652,652,30.0,2.7299999999999995
128,128,12-2-1-submit-73549-crop,652,652,25.0,3.2399999999999998
129,129,12-2-1-submit-74734-crop,652,652,30.0,2.96
130,130,12-2-1-submit-74766-crop,652,652,30.0,1.9300000000000004
131,131,12-2-1-submit-75090-crop,652,652,30.0,2.675
132,132,13-1-1-submit-00000-crop,648,648,30.0,3.5450000000000004
133,133,13-1-1-submit-73479-crop,648,648,30.0,2.7299999999999995
134,134,13-1-1-submit-73549-crop,648,648,25.0,3.2399999999999998
135,135,13-1-1-submit-74734-crop,648,648,30.0,2.96
136,136,13-1-1-submit-74766-crop,648,648,30.0,1.9300000000000004
137,137,13-1-1-submit-75090-crop,648,648,30.0,2.675
138,138,13-2-2-submit-00000-crop,638,638,120.0,3.5450000000000004
139,139,13-2-2-submit-73479-crop,638,638,120.0,2.7299999999999995
140,140,13-2-2-submit-73549-crop,638,638,25.0,3.2399999999999998
141,141,13-2-2-submit-74734-crop,638,638,120.0,2.96
142,142,13-2-2-submit-74766-crop,638,638,30.0,1.9300000000000004
143,143,13-2-2-submit-75090-crop,638,638,120.0,2.675
144,144,14-1-1-submit-00000-crop,690,690,30.0,3.5450000000000004
145,145,14-1-1-submit-73479-crop,690,690,30.0,2.7299999999999995
146,146,14-1-1-submit-73549-crop,690,690,25.0,3.2399999999999998
147,147,14-1-1-submit-74734-crop,690,690,30.0,2.96
148,148,14-1-1-submit-74766-crop,690,690,30.0,1.9300000000000004
149,149,14-1-1-submit-75090-crop,690,690,30.0,2.675
150,150,14-2-2-submit-00000-crop,658,658,30.0,3.5450000000000004
151,151,14-2-2-submit-73479-crop,658,658,30.0,2.7299999999999995
152,152,14-2-2-submit-73549-crop,658,658,25.0,3.2399999999999998
153,153,14-2-2-submit-74734-crop,658,658,30.0,2.96
154,154,14-2-2-submit-74766-crop,658,658,30.0,1.9300000000000004
155,155,14-2-2-submit-75090-crop,658,658,30.0,2.675
156,156,15-1-2-submit-00000-crop,702,702,30.0,3.5450000000000004
157,157,15-1-2-submit-73479-crop,702,702,30.0,2.7299999999999995
158,158,15-1-2-submit-73549-crop,702,702,25.0,3.2399999999999998
159,159,15-1-2-submit-74734-crop,702,702,30.0,2.96
160,160,15-1-2-submit-74766-crop,702,702,30.0,1.9300000000000004
161,161,15-1-2-submit-75090-crop,702,702,30.0,2.675
162,162,15-2-1-submit-00000-crop,656,656,30.0,3.5450000000000004
163,163,15-2-1-submit-73479-crop,656,656,30.0,2.7299999999999995
164,164,15-2-1-submit-73549-crop,656,656,25.0,3.2399999999999998
165,165,15-2-1-submit-74734-crop,656,656,30.0,2.96
166,166,15-2-1-submit-74766-crop,656,656,30.0,1.9300000000000004
167,167,15-2-1-submit-75090-crop,656,656,30.0,2.675
168,168,16-1-2-submit-00000-crop,708,708,30.0,3.5450000000000004
169,169,16-1-2-submit-73479-crop,708,708,30.0,2.7299999999999995
170,170,16-1-2-submit-73549-crop,708,708,25.0,3.2399999999999998
171,171,16-1-2-submit-74734-crop,708,708,30.0,2.96
172,172,16-1-2-submit-74766-crop,708,708,30.0,1.9300000000000004
173,173,16-1-2-submit-75090-crop,708,708,30.0,2.675
174,174,16-2-3-submit-00000-crop,968,968,30.0,3.5450000000000004
175,175,16-2-3-submit-73479-crop,968,968,30.0,2.7299999999999995
176,176,16-2-3-submit-73549-crop,968,968,25.0,3.2399999999999998
177,177,16-2-3-submit-74734-crop,968,968,30.0,2.96
178,178,16-2-3-submit-74766-crop,968,968,30.0,1.9300000000000004
179,179,16-2-3-submit-75090-crop,968,968,30.0,2.675
180,180,18-1-1-submit-00000-crop,666,666,25.0,3.5450000000000004
181,181,18-1-1-submit-73479-crop,666,666,25.0,2.7299999999999995
182,182,18-1-1-submit-73549-crop,666,666,25.0,3.2399999999999998
183,183,18-1-1-submit-74734-crop,666,666,25.0,2.96
184,184,18-1-1-submit-74766-crop,666,666,30.0,1.9300000000000004
185,185,18-1-1-submit-75090-crop,666,666,25.0,2.675
186,186,18-2-2-submit-00000-crop,732,732,30.0,3.5450000000000004
187,187,18-2-2-submit-73479-crop,732,732,30.0,2.7299999999999995
188,188,18-2-2-submit-73549-crop,732,732,25.0,3.2399999999999998
189,189,18-2-2-submit-74734-crop,732,732,30.0,2.96
190,190,18-2-2-submit-74766-crop,732,732,30.0,1.9300000000000004
191,191,18-2-2-submit-75090-crop,732,732,30.0,2.675
192,192,19-1-1-submit-00000-crop,724,724,30.0,3.5450000000000004
193,193,19-1-1-submit-73479-crop,724,724,30.0,2.7299999999999995
194,194,19-1-1-submit-73549-crop,724,724,25.0,3.2399999999999998
195,195,19-1-1-submit-74734-crop,724,724,30.0,2.96
196,196,19-1-1-submit-74766-crop,724,724,30.0,1.9300000000000004
197,197,19-1-1-submit-75090-crop,724,724,30.0,2.675
198,198,19-2-2-submit-00000-crop,1260,1260,30.0,3.5450000000000004
199,199,19-2-2-submit-73479-crop,1260,1260,30.0,2.7299999999999995
200,200,19-2-2-submit-73549-crop,1260,1260,25.0,3.2399999999999998
201,201,19-2-2-submit-74734-crop,1260,1260,30.0,2.96
202,202,19-2-2-submit-74766-crop,1260,1260,30.0,1.9300000000000004
203,203,19-2-2-submit-75090-crop,1260,1260,30.0,2.675
204,204,20-1-2-submit-00000-crop,568,568,25.0,3.5450000000000004
205,205,20-1-2-submit-73479-crop,568,568,25.0,2.7299999999999995
206,206,20-1-2-submit-73549-crop,568,568,25.0,3.2399999999999998
207,207,20-1-2-submit-74734-crop,568,568,25.0,2.96
208,208,20-1-2-submit-74766-crop,568,568,30.0,1.9300000000000004
209,209,20-1-2-submit-75090-crop,568,568,25.0,2.675
210,210,20-2-1-submit-00000-crop,584,584,30.0,3.5450000000000004
211,211,20-2-1-submit-73479-crop,584,584,30.0,2.7299999999999995
212,212,20-2-1-submit-73549-crop,584,584,25.0,3.2399999999999998
213,213,20-2-1-submit-74734-crop,584,584,30.0,2.96
214,214,20-2-1-submit-74766-crop,584,584,30.0,1.9300000000000004
215,215,20-2-1-submit-75090-crop,584,584,30.0,2.675
216,216,21-1-1-submit-00000-crop,812,812,30.0,3.5450000000000004
217,217,21-1-1-submit-73479-crop,812,812,30.0,2.7299999999999995
218,218,21-1-1-submit-73549-crop,812,812,25.0,3.2399999999999998
219,219,21-1-1-submit-74734-crop,812,812,30.0,2.96
220,220,21-1-1-submit-74766-crop,812,812,30.0,1.9300000000000004
221,221,21-1-1-submit-75090-crop,812,812,30.0,2.675
222,222,21-2-2-submit-00000-crop,764,764,30.0,3.5450000000000004
223,223,21-2-2-submit-73479-crop,764,764,30.0,2.7299999999999995
224,224,21-2-2-submit-73549-crop,764,764,25.0,3.2399999999999998
225,225,21-2-2-submit-74734-crop,764,764,30.0,2.96
226,226,21-2-2-submit-74766-crop,764,764,30.0,1.9300000000000004
227,227,21-2-2-submit-75090-crop,764,764,30.0,2.675
228,228,22-1-1-submit-00000-crop,678,678,30.0,3.5450000000000004
229,229,22-1-1-submit-73479-crop,678,678,30.0,2.7299999999999995
230,230,22-1-1-submit-73549-crop,678,678,25.0,3.2399999999999998
231,231,22-1-1-submit-74734-crop,678,678,30.0,2.96
232,232,22-1-1-submit-74766-crop,678,678,30.0,1.9300000000000004
233,233,22-1-1-submit-75090-crop,678,678,30.0,2.675
234,234,22-2-2-submit-00000-crop,618,618,30.0,3.5450000000000004
235,235,22-2-2-submit-73479-crop,618,618,30.0,2.7299999999999995
236,236,22-2-2-submit-73549-crop,618,618,25.0,3.2399999999999998
237,237,22-2-2-submit-74734-crop,618,618,30.0,2.96
238,238,22-2-2-submit-74766-crop,618,618,30.0,1.9300000000000004
239,239,22-2-2-submit-75090-crop,618,618,30.0,2.675
