name,mos
1-2-5-submit-92069-crop,3.555
1-2-5-submit-92147-crop,3.555
1-2-5-submit-92582-crop,3.17
1-2-5-submit-92584-crop,1.805
1-2-5-submit-93014-crop,3.87
1-2-5-submit-93056-crop,3.915
1-2-5-submit-93059-crop,4.04
1-2-5-submit-93060-crop,3.97
1-2-5-submit-93062-crop,3.96
1-2-5-submit-93065-crop,3.955
1-2-5-submit-93110-crop,3.72
1-2-5-submit-93169-crop,2.51
1-2-5-submit-93170-crop,2.6
13-1-4-submit-00000-crop,3.79
13-1-4-submit-91740-crop,3.48
13-1-4-submit-92068-crop,3.79
13-1-4-submit-92069-crop,3.555
13-1-4-submit-92147-crop,3.555
13-1-4-submit-92582-crop,3.17
13-1-4-submit-92584-crop,1.805
13-1-4-submit-93014-crop,3.87
13-1-4-submit-93056-crop,3.915
13-1-4-submit-93059-crop,4.04
13-1-4-submit-93060-crop,3.97
13-1-4-submit-93062-crop,3.96
13-1-4-submit-93065-crop,3.955
13-1-4-submit-93110-crop,3.72
13-1-4-submit-93169-crop,2.51
13-1-4-submit-93170-crop,2.6
13-2-5-submit-00000-crop,3.79
13-2-5-submit-91740-crop,3.48
13-2-5-submit-92068-crop,3.79
13-2-5-submit-92069-crop,3.555
13-2-5-submit-92147-crop,3.555
13-2-5-submit-92582-crop,3.17
13-2-5-submit-92584-crop,1.805
13-2-5-submit-93014-crop,3.87
13-2-5-submit-93056-crop,3.915
13-2-5-submit-93059-crop,4.04
13-2-5-submit-93060-crop,3.97
13-2-5-submit-93062-crop,3.96
13-2-5-submit-93065-crop,3.955
13-2-5-submit-93110-crop,3.72
13-2-5-submit-93169-crop,2.51
13-2-5-submit-93170-crop,2.6
14-1-6-submit-00000-crop,3.79
14-1-6-submit-91740-crop,3.48
14-1-6-submit-92068-crop,3.79
14-1-6-submit-92069-crop,3.555
14-1-6-submit-92147-crop,3.555
14-1-6-submit-92582-crop,3.17
14-1-6-submit-92584-crop,1.805
14-1-6-submit-93014-crop,3.87
14-1-6-submit-93056-crop,3.915
14-1-6-submit-93059-crop,4.04
14-1-6-submit-93060-crop,3.97
14-1-6-submit-93062-crop,3.96
14-1-6-submit-93065-crop,3.955
14-1-6-submit-93110-crop,3.72
14-1-6-submit-93169-crop,2.51
14-1-6-submit-93170-crop,2.6
14-2-6-submit-00000-crop,3.79
14-2-6-submit-91740-crop,3.48
14-2-6-submit-92068-crop,3.79
14-2-6-submit-92069-crop,3.555
14-2-6-submit-92147-crop,3.555
14-2-6-submit-92582-crop,3.17
14-2-6-submit-92584-crop,1.805
14-2-6-submit-93014-crop,3.87
14-2-6-submit-93056-crop,3.915
14-2-6-submit-93059-crop,4.04
14-2-6-submit-93060-crop,3.97
14-2-6-submit-93062-crop,3.96
14-2-6-submit-93065-crop,3.955
14-2-6-submit-93110-crop,3.72
14-2-6-submit-93169-crop,2.51
14-2-6-submit-93170-crop,2.6
15-1-8-submit-00000-crop,3.79
15-1-8-submit-91740-crop,3.48
15-1-8-submit-92068-crop,3.79
15-1-8-submit-92069-crop,3.555
15-1-8-submit-92147-crop,3.555
15-1-8-submit-92582-crop,3.17
15-1-8-submit-92584-crop,1.805
15-1-8-submit-93014-crop,3.87
15-1-8-submit-93056-crop,3.915
15-1-8-submit-93059-crop,4.04
15-1-8-submit-93060-crop,3.97
15-1-8-submit-93062-crop,3.96
15-1-8-submit-93065-crop,3.955
15-1-8-submit-93110-crop,3.72
15-1-8-submit-93169-crop,2.51
15-1-8-submit-93170-crop,2.6
15-2-6-submit-00000-crop,3.79
15-2-6-submit-91740-crop,3.48
15-2-6-submit-92068-crop,3.79
15-2-6-submit-92069-crop,3.555
15-2-6-submit-92147-crop,3.555
15-2-6-submit-92582-crop,3.17
15-2-6-submit-92584-crop,1.805
15-2-6-submit-93014-crop,3.87
15-2-6-submit-93056-crop,3.915
15-2-6-submit-93059-crop,4.04
15-2-6-submit-93060-crop,3.97
15-2-6-submit-93062-crop,3.96
15-2-6-submit-93065-crop,3.955
15-2-6-submit-93110-crop,3.72
15-2-6-submit-93169-crop,2.51
15-2-6-submit-93170-crop,2.6
16-1-9-submit-00000-crop,3.79
16-1-9-submit-91740-crop,3.48
16-1-9-submit-92068-crop,3.79
16-1-9-submit-92069-crop,3.555
16-1-9-submit-92147-crop,3.555
16-1-9-submit-92582-crop,3.17
16-1-9-submit-92584-crop,1.805
16-1-9-submit-93014-crop,3.87
16-1-9-submit-93056-crop,3.915
16-1-9-submit-93059-crop,4.04
16-1-9-submit-93060-crop,3.97
16-1-9-submit-93062-crop,3.96
16-1-9-submit-93065-crop,3.955
16-1-9-submit-93110-crop,3.72
16-1-9-submit-93169-crop,2.51
16-1-9-submit-93170-crop,2.6
16-2-10-submit-00000-crop,3.79
16-2-10-submit-91740-crop,3.48
16-2-10-submit-92068-crop,3.79
16-2-10-submit-92069-crop,3.555
16-2-10-submit-92147-crop,3.555
16-2-10-submit-92582-crop,3.17
16-2-10-submit-92584-crop,1.805
16-2-10-submit-93014-crop,3.87
16-2-10-submit-93056-crop,3.915
16-2-10-submit-93059-crop,4.04
16-2-10-submit-93060-crop,3.97
16-2-10-submit-93062-crop,3.96
16-2-10-submit-93065-crop,3.955
16-2-10-submit-93110-crop,3.72
16-2-10-submit-93169-crop,2.51
16-2-10-submit-93170-crop,2.6
18-1-6-submit-00000-crop,3.79
18-1-6-submit-91740-crop,3.48
18-1-6-submit-92068-crop,3.79
18-1-6-submit-92069-crop,3.555
18-1-6-submit-92147-crop,3.555
18-1-6-submit-92582-crop,3.17
18-1-6-submit-92584-crop,1.805
18-1-6-submit-93014-crop,3.87
18-1-6-submit-93056-crop,3.915
18-1-6-submit-93059-crop,4.04
18-1-6-submit-93060-crop,3.97
18-1-6-submit-93062-crop,3.96
18-1-6-submit-93065-crop,3.955
18-1-6-submit-93110-crop,3.72
18-1-6-submit-93169-crop,2.51
18-1-6-submit-93170-crop,2.6
18-2-7-submit-00000-crop,3.79
18-2-7-submit-91740-crop,3.48
18-2-7-submit-92068-crop,3.79
18-2-7-submit-92069-crop,3.555
18-2-7-submit-92147-crop,3.555
18-2-7-submit-92582-crop,3.17
18-2-7-submit-92584-crop,1.805
18-2-7-submit-93014-crop,3.87
18-2-7-submit-93056-crop,3.915
18-2-7-submit-93059-crop,4.04
18-2-7-submit-93060-crop,3.97
18-2-7-submit-93062-crop,3.96
18-2-7-submit-93065-crop,3.955
18-2-7-submit-93110-crop,3.72
18-2-7-submit-93169-crop,2.51
18-2-7-submit-93170-crop,2.6
19-1-3-submit-00000-crop,3.79
19-1-3-submit-91740-crop,3.48
19-1-3-submit-92068-crop,3.79
19-1-3-submit-92069-crop,3.555
19-1-3-submit-92147-crop,3.555
19-1-3-submit-92582-crop,3.17
19-1-3-submit-92584-crop,1.805
19-1-3-submit-93014-crop,3.87
19-1-3-submit-93056-crop,3.915
19-1-3-submit-93059-crop,4.04
19-1-3-submit-93060-crop,3.97
19-1-3-submit-93062-crop,3.96
19-1-3-submit-93065-crop,3.955
19-1-3-submit-93110-crop,3.72
19-1-3-submit-93169-crop,2.51
19-1-3-submit-93170-crop,2.6
19-2-3-submit-00000-crop,3.79
19-2-3-submit-91740-crop,3.48
19-2-3-submit-92068-crop,3.79
19-2-3-submit-92069-crop,3.555
19-2-3-submit-92147-crop,3.555
19-2-3-submit-92582-crop,3.17
19-2-3-submit-92584-crop,1.805
19-2-3-submit-93014-crop,3.87
19-2-3-submit-93056-crop,3.915
19-2-3-submit-93059-crop,4.04
19-2-3-submit-93060-crop,3.97
19-2-3-submit-93062-crop,3.96
19-2-3-submit-93065-crop,3.955
19-2-3-submit-93110-crop,3.72
19-2-3-submit-93169-crop,2.51
19-2-3-submit-93170-crop,2.6
20-1-8-submit-00000-crop,3.79
20-1-8-submit-91740-crop,3.48
20-1-8-submit-92068-crop,3.79
20-1-8-submit-92069-crop,3.555
20-1-8-submit-92147-crop,3.555
20-1-8-submit-92582-crop,3.17
20-1-8-submit-92584-crop,1.805
20-1-8-submit-93014-crop,3.87
20-1-8-submit-93056-crop,3.915
20-1-8-submit-93059-crop,4.04
20-1-8-submit-93060-crop,3.97
20-1-8-submit-93062-crop,3.96
20-1-8-submit-93065-crop,3.955
20-1-8-submit-93110-crop,3.72
20-1-8-submit-93169-crop,2.51
20-1-8-submit-93170-crop,2.6
20-2-8-submit-00000-crop,3.79
20-2-8-submit-91740-crop,3.48
20-2-8-submit-92068-crop,3.79
20-2-8-submit-92069-crop,3.555
20-2-8-submit-92147-crop,3.555
20-2-8-submit-92582-crop,3.17
20-2-8-submit-92584-crop,1.805
20-2-8-submit-93014-crop,3.87
20-2-8-submit-93056-crop,3.915
20-2-8-submit-93059-crop,4.04
20-2-8-submit-93060-crop,3.97
20-2-8-submit-93062-crop,3.96
20-2-8-submit-93065-crop,3.955
20-2-8-submit-93110-crop,3.72
20-2-8-submit-93169-crop,2.51
20-2-8-submit-93170-crop,2.6
21-1-3-submit-00000-crop,3.79
21-1-3-submit-91740-crop,3.48
21-1-3-submit-92068-crop,3.79
21-1-3-submit-92069-crop,3.555
21-1-3-submit-92147-crop,3.555
21-1-3-submit-92582-crop,3.17
21-1-3-submit-92584-crop,1.805
21-1-3-submit-93014-crop,3.87
21-1-3-submit-93056-crop,3.915
21-1-3-submit-93059-crop,4.04
21-1-3-submit-93060-crop,3.97
21-1-3-submit-93062-crop,3.96
21-1-3-submit-93065-crop,3.955
21-1-3-submit-93110-crop,3.72
21-1-3-submit-93169-crop,2.51
21-1-3-submit-93170-crop,2.6
21-2-7-submit-00000-crop,3.79
21-2-7-submit-91740-crop,3.48
21-2-7-submit-92068-crop,3.79
21-2-7-submit-92069-crop,3.555
21-2-7-submit-92147-crop,3.555
21-2-7-submit-92582-crop,3.17
21-2-7-submit-92584-crop,1.805
21-2-7-submit-93014-crop,3.87
21-2-7-submit-93056-crop,3.915
21-2-7-submit-93059-crop,4.04
21-2-7-submit-93060-crop,3.97
21-2-7-submit-93062-crop,3.96
21-2-7-submit-93065-crop,3.955
21-2-7-submit-93110-crop,3.72
21-2-7-submit-93169-crop,2.51
21-2-7-submit-93170-crop,2.6
2-1-7-submit-00000-crop,3.79
2-1-7-submit-91740-crop,3.48
2-1-7-submit-92068-crop,3.79
2-1-7-submit-92069-crop,3.555
2-1-7-submit-92147-crop,3.555
2-1-7-submit-92582-crop,3.17
2-1-7-submit-92584-crop,1.805
2-1-7-submit-93014-crop,3.87
2-1-7-submit-93056-crop,3.915
2-1-7-submit-93059-crop,4.04
2-1-7-submit-93060-crop,3.97
2-1-7-submit-93062-crop,3.96
2-1-7-submit-93065-crop,3.955
2-1-7-submit-93110-crop,3.72
2-1-7-submit-93169-crop,2.51
2-1-7-submit-93170-crop,2.6
2-2-11-submit-00000-crop,3.79
2-2-11-submit-91740-crop,3.48
2-2-11-submit-92068-crop,3.79
2-2-11-submit-92069-crop,3.555
2-2-11-submit-92147-crop,3.555
2-2-11-submit-92582-crop,3.17
2-2-11-submit-92584-crop,1.805
2-2-11-submit-93014-crop,3.87
2-2-11-submit-93056-crop,3.915
2-2-11-submit-93059-crop,4.04
2-2-11-submit-93060-crop,3.97
2-2-11-submit-93062-crop,3.96
2-2-11-submit-93065-crop,3.955
2-2-11-submit-93110-crop,3.72
2-2-11-submit-93169-crop,2.51
2-2-11-submit-93170-crop,2.6
22-1-4-submit-00000-crop,3.79
22-1-4-submit-91740-crop,3.48
22-1-4-submit-92068-crop,3.79
22-1-4-submit-92069-crop,3.555
22-1-4-submit-92147-crop,3.555
22-1-4-submit-92582-crop,3.17
22-1-4-submit-92584-crop,1.805
22-1-4-submit-93014-crop,3.87
22-1-4-submit-93056-crop,3.915
22-1-4-submit-93059-crop,4.04
22-1-4-submit-93060-crop,3.97
22-1-4-submit-93062-crop,3.96
22-1-4-submit-93065-crop,3.955
22-1-4-submit-93110-crop,3.72
22-1-4-submit-93169-crop,2.51
22-1-4-submit-93170-crop,2.6
22-2-1-submit-00000-crop,3.79
22-2-1-submit-91740-crop,3.48
22-2-1-submit-92068-crop,3.79
22-2-1-submit-92069-crop,3.555
22-2-1-submit-92147-crop,3.555
22-2-1-submit-92582-crop,3.17
22-2-1-submit-92584-crop,1.805
22-2-1-submit-93014-crop,3.87
22-2-1-submit-93056-crop,3.915
22-2-1-submit-93059-crop,4.04
22-2-1-submit-93060-crop,3.97
22-2-1-submit-93062-crop,3.96
22-2-1-submit-93065-crop,3.955
22-2-1-submit-93110-crop,3.72
22-2-1-submit-93169-crop,2.51
22-2-1-submit-93170-crop,2.6
3-1-6-submit-00000-crop,3.79
3-1-6-submit-91740-crop,3.48
3-1-6-submit-92068-crop,3.79
3-1-6-submit-92069-crop,3.555
3-1-6-submit-92147-crop,3.555
3-1-6-submit-92582-crop,3.17
3-1-6-submit-92584-crop,1.805
3-1-6-submit-93014-crop,3.87
3-1-6-submit-93056-crop,3.915
3-1-6-submit-93059-crop,4.04
3-1-6-submit-93060-crop,3.97
3-1-6-submit-93062-crop,3.96
3-1-6-submit-93065-crop,3.955
3-1-6-submit-93110-crop,3.72
3-1-6-submit-93169-crop,2.51
3-1-6-submit-93170-crop,2.6
3-2-3-submit-00000-crop,3.79
3-2-3-submit-91740-crop,3.48
3-2-3-submit-92068-crop,3.79
3-2-3-submit-92069-crop,3.555
3-2-3-submit-92147-crop,3.555
3-2-3-submit-92582-crop,3.17
3-2-3-submit-92584-crop,1.805
3-2-3-submit-93014-crop,3.87
3-2-3-submit-93056-crop,3.915
3-2-3-submit-93059-crop,4.04
3-2-3-submit-93060-crop,3.97
3-2-3-submit-93062-crop,3.96
3-2-3-submit-93065-crop,3.955
3-2-3-submit-93110-crop,3.72
3-2-3-submit-93169-crop,2.51
3-2-3-submit-93170-crop,2.6
4-1-9-submit-00000-crop,3.79
4-1-9-submit-91740-crop,3.48
4-1-9-submit-92068-crop,3.79
4-1-9-submit-92069-crop,3.555
4-1-9-submit-92147-crop,3.555
4-1-9-submit-92582-crop,3.17
4-1-9-submit-92584-crop,1.805
4-1-9-submit-93014-crop,3.87
4-1-9-submit-93056-crop,3.915
4-1-9-submit-93059-crop,4.04
4-1-9-submit-93060-crop,3.97
4-1-9-submit-93062-crop,3.96
4-1-9-submit-93065-crop,3.955
4-1-9-submit-93110-crop,3.72
4-1-9-submit-93169-crop,2.51
4-1-9-submit-93170-crop,2.6
4-2-6-submit-00000-crop,3.79
4-2-6-submit-91740-crop,3.48
4-2-6-submit-92068-crop,3.79
4-2-6-submit-92069-crop,3.555
4-2-6-submit-92147-crop,3.555
4-2-6-submit-92582-crop,3.17
4-2-6-submit-92584-crop,1.805
4-2-6-submit-93014-crop,3.87
4-2-6-submit-93056-crop,3.915
4-2-6-submit-93059-crop,4.04
4-2-6-submit-93060-crop,3.97
4-2-6-submit-93062-crop,3.96
4-2-6-submit-93065-crop,3.955
4-2-6-submit-93110-crop,3.72
4-2-6-submit-93169-crop,2.51
4-2-6-submit-93170-crop,2.6
5-1-17-submit-00000-crop,3.79
5-1-17-submit-91740-crop,3.48
5-1-17-submit-92068-crop,3.79
5-1-17-submit-92069-crop,3.555
5-1-17-submit-92147-crop,3.555
5-1-17-submit-92582-crop,3.17
5-1-17-submit-92584-crop,1.805
5-1-17-submit-93014-crop,3.87
5-1-17-submit-93056-crop,3.915
5-1-17-submit-93059-crop,4.04
5-1-17-submit-93060-crop,3.97
5-1-17-submit-93062-crop,3.96
5-1-17-submit-93065-crop,3.955
5-1-17-submit-93110-crop,3.72
5-1-17-submit-93169-crop,2.51
5-1-17-submit-93170-crop,2.6
5-2-10-submit-00000-crop,3.79
5-2-10-submit-91740-crop,3.48
5-2-10-submit-92068-crop,3.79
5-2-10-submit-92069-crop,3.555
5-2-10-submit-92147-crop,3.555
5-2-10-submit-92582-crop,3.17
5-2-10-submit-92584-crop,1.805
5-2-10-submit-93014-crop,3.87
5-2-10-submit-93056-crop,3.915
5-2-10-submit-93059-crop,4.04
5-2-10-submit-93060-crop,3.97
5-2-10-submit-93062-crop,3.96
5-2-10-submit-93065-crop,3.955
5-2-10-submit-93110-crop,3.72
5-2-10-submit-93169-crop,2.51
5-2-10-submit-93170-crop,2.6
6-1-12-submit-00000-crop,3.79
6-1-12-submit-91740-crop,3.48
6-1-12-submit-92068-crop,3.79
6-1-12-submit-92069-crop,3.555
6-1-12-submit-92147-crop,3.555
6-1-12-submit-92582-crop,3.17
6-1-12-submit-92584-crop,1.805
6-1-12-submit-93014-crop,3.87
6-1-12-submit-93056-crop,3.915
6-1-12-submit-93059-crop,4.04
6-1-12-submit-93060-crop,3.97
6-1-12-submit-93062-crop,3.96
6-1-12-submit-93065-crop,3.955
6-1-12-submit-93110-crop,3.72
6-1-12-submit-93169-crop,2.51
6-1-12-submit-93170-crop,2.6
6-2-11-submit-00000-crop,3.79
6-2-11-submit-91740-crop,3.48
6-2-11-submit-92068-crop,3.79
6-2-11-submit-92069-crop,3.555
6-2-11-submit-92147-crop,3.555
6-2-11-submit-92582-crop,3.17
6-2-11-submit-92584-crop,1.805
6-2-11-submit-93014-crop,3.87
6-2-11-submit-93056-crop,3.915
6-2-11-submit-93059-crop,4.04
6-2-11-submit-93060-crop,3.97
6-2-11-submit-93062-crop,3.96
6-2-11-submit-93065-crop,3.955
6-2-11-submit-93110-crop,3.72
6-2-11-submit-93169-crop,2.51
6-2-11-submit-93170-crop,2.6
7-1-12-submit-00000-crop,3.79
7-1-12-submit-91740-crop,3.48
7-1-12-submit-92068-crop,3.79
7-1-12-submit-92069-crop,3.555
7-1-12-submit-92147-crop,3.555
7-1-12-submit-92582-crop,3.17
7-1-12-submit-92584-crop,1.805
7-1-12-submit-93014-crop,3.87
7-1-12-submit-93056-crop,3.915
7-1-12-submit-93059-crop,4.04
7-1-12-submit-93060-crop,3.97
7-1-12-submit-93062-crop,3.96
7-1-12-submit-93065-crop,3.955
7-1-12-submit-93110-crop,3.72
7-1-12-submit-93169-crop,2.51
7-1-12-submit-93170-crop,2.6
7-2-9-submit-00000-crop,3.79
7-2-9-submit-91740-crop,3.48
7-2-9-submit-92068-crop,3.79
7-2-9-submit-92069-crop,3.555
7-2-9-submit-92147-crop,3.555
7-2-9-submit-92582-crop,3.17
7-2-9-submit-92584-crop,1.805
7-2-9-submit-93014-crop,3.87
7-2-9-submit-93056-crop,3.915
7-2-9-submit-93059-crop,4.04
7-2-9-submit-93060-crop,3.97
7-2-9-submit-93062-crop,3.96
7-2-9-submit-93065-crop,3.955
7-2-9-submit-93110-crop,3.72
7-2-9-submit-93169-crop,2.51
7-2-9-submit-93170-crop,2.6
8-1-10-submit-00000-crop,3.79
8-1-10-submit-91740-crop,3.48
8-1-10-submit-92068-crop,3.79
8-1-10-submit-92069-crop,3.555
8-1-10-submit-92147-crop,3.555
8-1-10-submit-92582-crop,3.17
8-1-10-submit-92584-crop,1.805
8-1-10-submit-93014-crop,3.87
8-1-10-submit-93056-crop,3.915
8-1-10-submit-93059-crop,4.04
8-1-10-submit-93060-crop,3.97
8-1-10-submit-93062-crop,3.96
8-1-10-submit-93065-crop,3.955
8-1-10-submit-93110-crop,3.72
8-1-10-submit-93169-crop,2.51
8-1-10-submit-93170-crop,2.6
8-2-10-submit-00000-crop,3.79
8-2-10-submit-91740-crop,3.48
8-2-10-submit-92068-crop,3.79
8-2-10-submit-92069-crop,3.555
8-2-10-submit-92147-crop,3.555
8-2-10-submit-92582-crop,3.17
8-2-10-submit-92584-crop,1.805
8-2-10-submit-93014-crop,3.87
8-2-10-submit-93056-crop,3.915
8-2-10-submit-93059-crop,4.04
8-2-10-submit-93060-crop,3.97
8-2-10-submit-93062-crop,3.96
8-2-10-submit-93065-crop,3.955
8-2-10-submit-93110-crop,3.72
8-2-10-submit-93169-crop,2.51
8-2-10-submit-93170-crop,2.6
9-1-10-submit-00000-crop,3.79
9-1-10-submit-91740-crop,3.48
9-1-10-submit-92068-crop,3.79
9-1-10-submit-92069-crop,3.555
9-1-10-submit-92147-crop,3.555
9-1-10-submit-92582-crop,3.17
9-1-10-submit-92584-crop,1.805
9-1-10-submit-93014-crop,3.87
9-1-10-submit-93056-crop,3.915
9-1-10-submit-93059-crop,4.04
9-1-10-submit-93060-crop,3.97
9-1-10-submit-93062-crop,3.96
9-1-10-submit-93065-crop,3.955
9-1-10-submit-93110-crop,3.72
9-1-10-submit-93169-crop,2.51
9-1-10-submit-93170-crop,2.6
9-2-8-submit-00000-crop,3.79
9-2-8-submit-91740-crop,3.48
9-2-8-submit-92068-crop,3.79
9-2-8-submit-92069-crop,3.555
9-2-8-submit-92147-crop,3.555
9-2-8-submit-92582-crop,3.17
9-2-8-submit-92584-crop,1.805
9-2-8-submit-93014-crop,3.87
9-2-8-submit-93056-crop,3.915
9-2-8-submit-93059-crop,4.04
9-2-8-submit-93060-crop,3.97
9-2-8-submit-93062-crop,3.96
9-2-8-submit-93065-crop,3.955
9-2-8-submit-93110-crop,3.72
9-2-8-submit-93169-crop,2.51
9-2-8-submit-93170-crop,2.6
