,name,width,height,framerate,mos
37,4-1-1-submit-73479-crop,582,582,30.0,2.0
38,4-1-1-submit-73549-crop,582,582,25.0,3.0
39,4-1-1-submit-74734-crop,582,582,30.0,3.2
40,4-1-1-submit-74766-crop,582,582,30.0,1.6
41,4-1-1-submit-75090-crop,582,582,30.0,2.2
42,4-2-2-submit-00000-crop,650,650,30.0,4.2
43,4-2-2-submit-73479-crop,650,650,30.0,3.0
44,4-2-2-submit-73549-crop,650,650,25.0,3.6
45,4-2-2-submit-74734-crop,650,650,30.0,3.0
46,4-2-2-submit-74766-crop,650,650,30.0,1.8
47,4-2-2-submit-75090-crop,650,650,30.0,2.6
48,5-1-1-submit-00000-crop,688,688,25.0,3.8
49,5-1-1-submit-73479-crop,688,688,25.0,3.0
50,5-1-1-submit-73549-crop,688,688,25.0,3.6
51,5-1-1-submit-74734-crop,688,688,25.0,3.0
52,5-1-1-submit-74766-crop,688,688,30.0,1.6
53,5-1-1-submit-75090-crop,688,688,25.0,3.0
54,5-2-9-submit-00000-crop,774,774,30.0,4.0
55,5-2-9-submit-73479-crop,774,774,30.0,2.2
56,5-2-9-submit-73549-crop,774,774,25.0,3.2
57,5-2-9-submit-74734-crop,774,774,30.0,3.0
58,5-2-9-submit-74766-crop,774,774,30.0,1.6
59,5-2-9-submit-75090-crop,774,774,30.0,2.4
60,6-1-2-submit-00000-crop,752,752,30.0,4.2
61,6-1-2-submit-73479-crop,752,752,30.0,3.6
62,6-1-2-submit-73549-crop,752,752,25.0,3.6
63,6-1-2-submit-74734-crop,752,752,30.0,3.6
64,6-1-2-submit-74766-crop,752,752,30.0,2.4
65,6-1-2-submit-75090-crop,752,752,30.0,3.4
66,6-2-2-submit-00000-crop,702,702,30.0,3.8
67,6-2-2-submit-73479-crop,702,702,30.0,3.0
68,6-2-2-submit-73549-crop,702,702,25.0,3.8
69,6-2-2-submit-74734-crop,702,702,30.0,3.0
70,6-2-2-submit-74766-crop,702,702,30.0,2.0
71,6-2-2-submit-75090-crop,702,702,30.0,2.8
72,7-1-1-submit-00000-crop,616,616,30.0,3.6
73,7-1-1-submit-73479-crop,616,616,30.0,3.4
74,7-1-1-submit-73549-crop,616,616,25.0,2.8
75,7-1-1-submit-74734-crop,616,616,30.0,2.6
76,7-1-1-submit-74766-crop,616,616,30.0,1.8
77,7-1-1-submit-75090-crop,616,616,30.0,3.2
78,7-2-10-submit-00000-crop,678,678,30.0,4.0
79,7-2-10-submit-73479-crop,678,678,30.0,2.6
80,7-2-10-submit-73549-crop,678,678,25.0,2.0
81,7-2-10-submit-74734-crop,678,678,30.0,3.0
82,7-2-10-submit-74766-crop,678,678,30.0,2.0
83,7-2-10-submit-75090-crop,678,678,30.0,3.0
84,8-1-1-submit-00000-crop,640,640,30.0,3.8
85,8-1-1-submit-73479-crop,640,640,30.0,3.2
86,8-1-1-submit-73549-crop,640,640,25.0,3.8
87,8-1-1-submit-74734-crop,640,640,30.0,3.0
88,8-1-1-submit-74766-crop,640,640,30.0,2.2
89,8-1-1-submit-75090-crop,640,640,30.0,2.6
90,8-2-5-submit-00000-crop,818,818,30.0,3.6
91,8-2-5-submit-73479-crop,818,818,30.0,3.0
92,8-2-5-submit-73549-crop,818,818,25.0,4.0
93,8-2-5-submit-74734-crop,818,818,30.0,3.6
94,8-2-5-submit-74766-crop,818,818,30.0,2.0
95,8-2-5-submit-75090-crop,818,818,30.0,2.2
96,9-1-2-submit-00000-crop,618,618,30.0,4.2
97,9-1-2-submit-73479-crop,618,618,30.0,3.6
98,9-1-2-submit-73549-crop,618,618,25.0,2.6
99,9-1-2-submit-74734-crop,618,618,30.0,2.4
100,9-1-2-submit-74766-crop,618,618,30.0,2.2
101,9-1-2-submit-75090-crop,618,618,30.0,3.4
102,9-2-5-submit-00000-crop,768,768,30.0,3.6
103,9-2-5-submit-73479-crop,768,768,30.0,3.0
104,9-2-5-submit-73549-crop,768,768,25.0,2.8
105,9-2-5-submit-74734-crop,768,768,30.0,3.0
106,9-2-5-submit-74766-crop,768,768,30.0,1.6
107,9-2-5-submit-75090-crop,768,768,30.0,3.4
108,10-1-1-submit-00000-crop,606,606,30.0,2.0
109,10-1-1-submit-73479-crop,606,606,30.0,3.0
110,10-1-1-submit-73549-crop,606,606,25.0,3.0
111,10-1-1-submit-74734-crop,606,606,30.0,2.4
112,10-1-1-submit-74766-crop,606,606,30.0,1.4
113,10-1-1-submit-75090-crop,606,606,30.0,3.4
114,10-2-6-submit-00000-crop,606,606,30.0,4.0
115,10-2-6-submit-73479-crop,606,606,30.0,2.8
116,10-2-6-submit-73549-crop,606,606,25.0,3.6
117,10-2-6-submit-74734-crop,606,606,30.0,3.4
118,10-2-6-submit-74766-crop,606,606,30.0,2.4
119,10-2-6-submit-75090-crop,606,606,30.0,2.8
120,12-1-2-submit-00000-crop,762,762,30.0,4.0
121,12-1-2-submit-73479-crop,762,762,30.0,2.4
122,12-1-2-submit-73549-crop,762,762,25.0,2.6
123,12-1-2-submit-74734-crop,762,762,30.0,2.8
124,12-1-2-submit-74766-crop,762,762,30.0,2.0
125,12-1-2-submit-75090-crop,762,762,30.0,2.6
126,12-2-1-submit-00000-crop,652,652,30.0,4.2
127,12-2-1-submit-73479-crop,652,652,30.0,2.0
128,12-2-1-submit-73549-crop,652,652,25.0,3.4
129,12-2-1-submit-74734-crop,652,652,30.0,3.0
130,12-2-1-submit-74766-crop,652,652,30.0,1.8
131,12-2-1-submit-75090-crop,652,652,30.0,2.4
132,13-1-1-submit-00000-crop,648,648,30.0,4.2
133,13-1-1-submit-73479-crop,648,648,30.0,2.4
134,13-1-1-submit-73549-crop,648,648,25.0,2.2
135,13-1-1-submit-74734-crop,648,648,30.0,3.4
136,13-1-1-submit-74766-crop,648,648,30.0,2.0
137,13-1-1-submit-75090-crop,648,648,30.0,2.4
138,13-2-2-submit-00000-crop,638,638,120.0,4.2
139,13-2-2-submit-73479-crop,638,638,120.0,3.2
140,13-2-2-submit-73549-crop,638,638,25.0,3.2
141,13-2-2-submit-74734-crop,638,638,120.0,3.2
142,13-2-2-submit-74766-crop,638,638,30.0,1.6
143,13-2-2-submit-75090-crop,638,638,120.0,3.4
144,14-1-1-submit-00000-crop,690,690,30.0,1.6
145,14-1-1-submit-73479-crop,690,690,30.0,2.4
146,14-1-1-submit-73549-crop,690,690,25.0,1.4
147,14-1-1-submit-74734-crop,690,690,30.0,1.6
148,14-1-1-submit-74766-crop,690,690,30.0,1.4
149,14-1-1-submit-75090-crop,690,690,30.0,2.2
150,14-2-2-submit-00000-crop,658,658,30.0,2.4
151,14-2-2-submit-73479-crop,658,658,30.0,2.0
152,14-2-2-submit-73549-crop,658,658,25.0,1.6
153,14-2-2-submit-74734-crop,658,658,30.0,2.6
154,14-2-2-submit-74766-crop,658,658,30.0,1.6
155,14-2-2-submit-75090-crop,658,658,30.0,2.4
156,15-1-2-submit-00000-crop,702,702,30.0,2.6
157,15-1-2-submit-73479-crop,702,702,30.0,3.2
158,15-1-2-submit-73549-crop,702,702,25.0,3.8
159,15-1-2-submit-74734-crop,702,702,30.0,2.8
160,15-1-2-submit-74766-crop,702,702,30.0,2.0
161,15-1-2-submit-75090-crop,702,702,30.0,2.8
162,15-2-1-submit-00000-crop,656,656,30.0,2.8
163,15-2-1-submit-73479-crop,656,656,30.0,3.0
164,15-2-1-submit-73549-crop,656,656,25.0,3.8
165,15-2-1-submit-74734-crop,656,656,30.0,3.2
166,15-2-1-submit-74766-crop,656,656,30.0,2.0
167,15-2-1-submit-75090-crop,656,656,30.0,3.2
168,16-1-2-submit-00000-crop,708,708,30.0,3.4
169,16-1-2-submit-73479-crop,708,708,30.0,2.6
170,16-1-2-submit-73549-crop,708,708,25.0,3.8
171,16-1-2-submit-74734-crop,708,708,30.0,2.8
172,16-1-2-submit-74766-crop,708,708,30.0,2.0
173,16-1-2-submit-75090-crop,708,708,30.0,2.4
174,16-2-3-submit-00000-crop,968,968,30.0,3.4
175,16-2-3-submit-73479-crop,968,968,30.0,2.2
176,16-2-3-submit-73549-crop,968,968,25.0,2.6
177,16-2-3-submit-74734-crop,968,968,30.0,2.6
178,16-2-3-submit-74766-crop,968,968,30.0,2.2
179,16-2-3-submit-75090-crop,968,968,30.0,1.8
180,18-1-1-submit-00000-crop,666,666,25.0,2.8
181,18-1-1-submit-73479-crop,666,666,25.0,3.0
182,18-1-1-submit-73549-crop,666,666,25.0,3.6
183,18-1-1-submit-74734-crop,666,666,25.0,3.2
184,18-1-1-submit-74766-crop,666,666,30.0,2.8
185,18-1-1-submit-75090-crop,666,666,25.0,3.2
186,18-2-2-submit-00000-crop,732,732,30.0,3.8
187,18-2-2-submit-73479-crop,732,732,30.0,2.4
188,18-2-2-submit-73549-crop,732,732,25.0,3.4
189,18-2-2-submit-74734-crop,732,732,30.0,3.0
190,18-2-2-submit-74766-crop,732,732,30.0,1.6
191,18-2-2-submit-75090-crop,732,732,30.0,2.2
192,19-1-1-submit-00000-crop,724,724,30.0,2.2
193,19-1-1-submit-73479-crop,724,724,30.0,2.6
194,19-1-1-submit-73549-crop,724,724,25.0,3.2
195,19-1-1-submit-74734-crop,724,724,30.0,3.0
196,19-1-1-submit-74766-crop,724,724,30.0,1.8
197,19-1-1-submit-75090-crop,724,724,30.0,2.4
198,19-2-2-submit-00000-crop,1260,1260,30.0,2.6
199,19-2-2-submit-73479-crop,1260,1260,30.0,3.0
200,19-2-2-submit-73549-crop,1260,1260,25.0,3.4
201,19-2-2-submit-74734-crop,1260,1260,30.0,3.0
202,19-2-2-submit-74766-crop,1260,1260,30.0,2.0
203,19-2-2-submit-75090-crop,1260,1260,30.0,3.0
204,20-1-2-submit-00000-crop,568,568,25.0,3.6
205,20-1-2-submit-73479-crop,568,568,25.0,3.2
206,20-1-2-submit-73549-crop,568,568,25.0,3.8
207,20-1-2-submit-74734-crop,568,568,25.0,2.8
208,20-1-2-submit-74766-crop,568,568,30.0,2.2
209,20-1-2-submit-75090-crop,568,568,25.0,2.4
210,20-2-1-submit-00000-crop,584,584,30.0,3.6
211,20-2-1-submit-73479-crop,584,584,30.0,2.8
212,20-2-1-submit-73549-crop,584,584,25.0,3.2
213,20-2-1-submit-74734-crop,584,584,30.0,2.6
214,20-2-1-submit-74766-crop,584,584,30.0,2.0
215,20-2-1-submit-75090-crop,584,584,30.0,2.4
216,21-1-1-submit-00000-crop,812,812,30.0,3.8
217,21-1-1-submit-73479-crop,812,812,30.0,3.0
218,21-1-1-submit-73549-crop,812,812,25.0,3.4
219,21-1-1-submit-74734-crop,812,812,30.0,3.4
220,21-1-1-submit-74766-crop,812,812,30.0,2.6
221,21-1-1-submit-75090-crop,812,812,30.0,2.4
222,21-2-2-submit-00000-crop,764,764,30.0,3.0
223,21-2-2-submit-73479-crop,764,764,30.0,2.2
224,21-2-2-submit-73549-crop,764,764,25.0,3.2
225,21-2-2-submit-74734-crop,764,764,30.0,3.0
226,21-2-2-submit-74766-crop,764,764,30.0,2.2
227,21-2-2-submit-75090-crop,764,764,30.0,2.2
228,22-1-1-submit-00000-crop,678,678,30.0,4.0
229,22-1-1-submit-73479-crop,678,678,30.0,3.2
230,22-1-1-submit-73549-crop,678,678,25.0,3.6
231,22-1-1-submit-74734-crop,678,678,30.0,3.2
232,22-1-1-submit-74766-crop,678,678,30.0,2.6
233,22-1-1-submit-75090-crop,678,678,30.0,2.8
234,22-2-2-submit-00000-crop,618,618,30.0,3.6
235,22-2-2-submit-73479-crop,618,618,30.0,3.0
236,22-2-2-submit-73549-crop,618,618,25.0,3.8
237,22-2-2-submit-74734-crop,618,618,30.0,3.2
238,22-2-2-submit-74766-crop,618,618,30.0,2.6
239,22-2-2-submit-75090-crop,618,618,30.0,3.0
