,Unnamed: 0,name,width,height,framerate,mos
103,103,13-2-4-submit-83619-crop,186,190,24.0,3.4450000000000003
104,104,14-1-2-submit-00000-crop,504,504,30.0,3.845
105,105,14-1-2-submit-82495-crop,504,504,30.0,3.0900000000000003
106,106,14-1-2-submit-82501-crop,504,504,30.0,3.8950000000000005
107,107,14-1-2-submit-82508-crop,504,504,30.0,1.7950000000000004
108,108,14-1-2-submit-82511-crop,504,504,30.0,3.7199999999999998
109,109,14-1-2-submit-82882-crop,504,504,30.0,3.91
110,110,14-1-2-submit-82910-crop,504,504,30.0,3.65
111,111,14-1-2-submit-82999-crop,504,504,30.0,2.755
112,112,14-1-2-submit-83063-crop,504,504,30.0,2.63
113,113,14-1-2-submit-83485-crop,504,504,30.0,1.775
114,114,14-1-2-submit-83496-crop,504,504,30.0,2.9299999999999997
115,115,14-1-2-submit-83609-crop,504,504,30.0,3.2150000000000007
116,116,14-1-2-submit-83619-crop,168,170,24.0,3.4450000000000003
117,117,14-2-4-submit-00000-crop,560,560,30.0,3.845
118,118,14-2-4-submit-82495-crop,560,560,30.0,3.0900000000000003
119,119,14-2-4-submit-82501-crop,560,560,30.0,3.8950000000000005
120,120,14-2-4-submit-82508-crop,560,560,30.0,1.7950000000000004
121,121,14-2-4-submit-82511-crop,560,560,30.0,3.7199999999999998
122,122,14-2-4-submit-82882-crop,560,560,30.0,3.91
123,123,14-2-4-submit-82910-crop,560,560,30.0,3.65
124,124,14-2-4-submit-82999-crop,560,560,30.0,2.755
125,125,14-2-4-submit-83063-crop,560,560,30.0,2.63
126,126,14-2-4-submit-83485-crop,560,560,30.0,1.775
127,127,14-2-4-submit-83496-crop,560,560,30.0,2.9299999999999997
128,128,14-2-4-submit-83609-crop,560,560,30.0,3.2150000000000007
129,129,14-2-4-submit-83619-crop,186,190,24.0,3.4450000000000003
130,130,15-1-4-submit-00000-crop,584,584,30.0,3.845
131,131,15-1-4-submit-82495-crop,584,584,30.0,3.0900000000000003
132,132,15-1-4-submit-82501-crop,584,584,30.0,3.8950000000000005
133,133,15-1-4-submit-82508-crop,584,584,30.0,1.7950000000000004
134,134,15-1-4-submit-82511-crop,584,584,30.0,3.7199999999999998
135,135,15-1-4-submit-82882-crop,584,584,30.0,3.91
136,136,15-1-4-submit-82910-crop,584,584,30.0,3.65
137,137,15-1-4-submit-82999-crop,584,584,30.0,2.755
138,138,15-1-4-submit-83063-crop,584,584,30.0,2.63
139,139,15-1-4-submit-83485-crop,584,584,30.0,1.775
140,140,15-1-4-submit-83496-crop,584,584,30.0,2.9299999999999997
141,141,15-1-4-submit-83609-crop,584,584,30.0,3.2150000000000007
142,142,15-1-4-submit-83619-crop,194,198,24.0,3.4450000000000003
143,143,15-2-3-submit-00000-crop,588,588,30.0,3.845
144,144,15-2-3-submit-82495-crop,588,588,30.0,3.0900000000000003
145,145,15-2-3-submit-82501-crop,588,588,30.0,3.8950000000000005
146,146,15-2-3-submit-82508-crop,588,588,30.0,1.7950000000000004
147,147,15-2-3-submit-82511-crop,588,588,30.0,3.7199999999999998
148,148,15-2-3-submit-82882-crop,588,588,30.0,3.91
149,149,15-2-3-submit-82910-crop,588,588,30.0,3.65
150,150,15-2-3-submit-82999-crop,588,588,30.0,2.755
151,151,15-2-3-submit-83063-crop,588,588,30.0,2.63
152,152,15-2-3-submit-83485-crop,588,588,30.0,1.775
153,153,15-2-3-submit-83496-crop,588,588,30.0,2.9299999999999997
154,154,15-2-3-submit-83609-crop,588,588,30.0,3.2150000000000007
155,155,15-2-3-submit-83619-crop,196,200,24.0,3.4450000000000003
156,156,16-1-4-submit-00000-crop,618,618,30.0,3.845
157,157,16-1-4-submit-82495-crop,618,618,30.0,3.0900000000000003
158,158,16-1-4-submit-82501-crop,618,618,30.0,3.8950000000000005
159,159,16-1-4-submit-82508-crop,618,618,30.0,1.7950000000000004
160,160,16-1-4-submit-82511-crop,618,618,30.0,3.7199999999999998
161,161,16-1-4-submit-82882-crop,618,618,30.0,3.91
162,162,16-1-4-submit-82910-crop,618,618,30.0,3.65
163,163,16-1-4-submit-82999-crop,618,618,30.0,2.755
164,164,16-1-4-submit-83063-crop,618,618,30.0,2.63
165,165,16-1-4-submit-83485-crop,618,618,30.0,1.775
166,166,16-1-4-submit-83496-crop,618,618,30.0,2.9299999999999997
167,167,16-1-4-submit-83609-crop,618,618,30.0,3.2150000000000007
168,168,16-1-4-submit-83619-crop,206,210,24.0,3.4450000000000003
169,169,16-2-5-submit-00000-crop,852,852,30.0,3.845
170,170,16-2-5-submit-82495-crop,852,852,30.0,3.0900000000000003
171,171,16-2-5-submit-82501-crop,852,852,30.0,3.8950000000000005
172,172,16-2-5-submit-82508-crop,852,852,30.0,1.7950000000000004
173,173,16-2-5-submit-82511-crop,852,852,30.0,3.7199999999999998
174,174,16-2-5-submit-82882-crop,852,852,30.0,3.91
175,175,16-2-5-submit-82910-crop,852,852,30.0,3.65
176,176,16-2-5-submit-82999-crop,852,852,30.0,2.755
177,177,16-2-5-submit-83063-crop,852,852,30.0,2.63
178,178,16-2-5-submit-83485-crop,852,852,30.0,1.775
179,179,16-2-5-submit-83496-crop,852,852,30.0,2.9299999999999997
180,180,16-2-5-submit-83609-crop,852,852,30.0,3.2150000000000007
181,181,16-2-5-submit-83619-crop,284,290,24.0,3.4450000000000003
182,182,18-1-3-submit-00000-crop,586,586,25.0,3.845
183,183,18-1-3-submit-82495-crop,586,586,25.0,3.0900000000000003
184,184,18-1-3-submit-82501-crop,586,586,25.0,3.8950000000000005
185,185,18-1-3-submit-82508-crop,586,586,25.0,1.7950000000000004
186,186,18-1-3-submit-82511-crop,586,586,25.0,3.7199999999999998
187,187,18-1-3-submit-82882-crop,586,586,25.0,3.91
188,188,18-1-3-submit-82910-crop,586,586,25.0,3.65
189,189,18-1-3-submit-82999-crop,586,586,25.0,2.755
190,190,18-1-3-submit-83063-crop,586,586,30.0,2.63
191,191,18-1-3-submit-83485-crop,586,586,25.0,1.775
192,192,18-1-3-submit-83496-crop,586,586,25.0,2.9299999999999997
193,193,18-1-3-submit-83609-crop,586,586,25.0,3.2150000000000007
194,194,18-1-3-submit-83619-crop,194,200,24.0,3.4450000000000003
195,195,18-2-4-submit-00000-crop,632,632,30.0,3.845
196,196,18-2-4-submit-82495-crop,632,632,30.0,3.0900000000000003
197,197,18-2-4-submit-82501-crop,632,632,30.0,3.8950000000000005
198,198,18-2-4-submit-82508-crop,632,632,30.0,1.7950000000000004
199,199,18-2-4-submit-82511-crop,632,632,30.0,3.7199999999999998
200,200,18-2-4-submit-82882-crop,632,632,30.0,3.91
201,201,18-2-4-submit-82910-crop,632,632,30.0,3.65
202,202,18-2-4-submit-82999-crop,632,632,30.0,2.755
203,203,18-2-4-submit-83063-crop,632,632,30.0,2.63
204,204,18-2-4-submit-83485-crop,632,632,30.0,1.775
205,205,18-2-4-submit-83496-crop,632,632,30.0,2.9299999999999997
206,206,18-2-4-submit-83609-crop,632,632,30.0,3.2150000000000007
207,207,18-2-4-submit-83619-crop,210,214,24.0,3.4450000000000003
208,208,19-1-2-submit-00000-crop,642,642,30.0,3.845
209,209,19-1-2-submit-82495-crop,642,642,30.0,3.0900000000000003
210,210,19-1-2-submit-82501-crop,642,642,30.0,3.8950000000000005
211,211,19-1-2-submit-82508-crop,642,642,30.0,1.7950000000000004
212,212,19-1-2-submit-82511-crop,642,642,30.0,3.7199999999999998
213,213,19-1-2-submit-82882-crop,642,642,30.0,3.91
214,214,19-1-2-submit-82910-crop,642,642,30.0,3.65
215,215,19-1-2-submit-82999-crop,642,642,30.0,2.755
216,216,19-1-2-submit-83063-crop,642,642,30.0,2.63
217,217,19-1-2-submit-83485-crop,642,642,30.0,1.775
218,218,19-1-2-submit-83496-crop,642,642,30.0,2.9299999999999997
219,219,19-1-2-submit-83609-crop,642,642,30.0,3.2150000000000007
220,220,19-1-2-submit-83619-crop,214,218,24.0,3.4450000000000003
221,221,19-2-1-submit-00000-crop,1112,1112,30.0,3.845
222,222,19-2-1-submit-82495-crop,1112,1112,30.0,3.0900000000000003
223,223,19-2-1-submit-82501-crop,556,556,30.0,3.8950000000000005
224,224,19-2-1-submit-82508-crop,1112,1112,30.0,1.7950000000000004
225,225,19-2-1-submit-82511-crop,1112,1112,30.0,3.7199999999999998
226,226,19-2-1-submit-82882-crop,1112,1112,30.0,3.91
227,227,19-2-1-submit-82910-crop,1112,1112,30.0,3.65
228,228,19-2-1-submit-82999-crop,1112,1112,30.0,2.755
229,229,19-2-1-submit-83063-crop,1112,1112,30.0,2.63
230,230,19-2-1-submit-83485-crop,1112,1112,30.0,1.775
231,231,19-2-1-submit-83496-crop,1112,1112,30.0,2.9299999999999997
232,232,19-2-1-submit-83609-crop,1112,1112,30.0,3.2150000000000007
233,233,19-2-1-submit-83619-crop,184,188,24.0,3.4450000000000003
234,234,20-1-3-submit-00000-crop,486,486,25.0,3.845
235,235,20-1-3-submit-82495-crop,486,486,25.0,3.0900000000000003
236,236,20-1-3-submit-82501-crop,486,486,25.0,3.8950000000000005
237,237,20-1-3-submit-82508-crop,486,486,25.0,1.7950000000000004
238,238,20-1-3-submit-82511-crop,486,486,25.0,3.7199999999999998
239,239,20-1-3-submit-82882-crop,486,486,25.0,3.91
240,240,20-1-3-submit-82910-crop,486,486,25.0,3.65
241,241,20-1-3-submit-82999-crop,486,486,25.0,2.755
242,242,20-1-3-submit-83063-crop,486,486,30.0,2.63
243,243,20-1-3-submit-83485-crop,486,486,25.0,1.775
244,244,20-1-3-submit-83496-crop,486,486,25.0,2.9299999999999997
245,245,20-1-3-submit-83609-crop,486,486,25.0,3.2150000000000007
246,246,20-1-3-submit-83619-crop,162,164,24.0,3.4450000000000003
247,247,20-2-3-submit-00000-crop,500,500,30.0,3.845
248,248,20-2-3-submit-82495-crop,500,500,30.0,3.0900000000000003
249,249,20-2-3-submit-82501-crop,500,500,30.0,3.8950000000000005
250,250,20-2-3-submit-82508-crop,500,500,30.0,1.7950000000000004
251,251,20-2-3-submit-82511-crop,500,500,30.0,3.7199999999999998
252,252,20-2-3-submit-82882-crop,500,500,30.0,3.91
253,253,20-2-3-submit-82910-crop,500,500,30.0,3.65
254,254,20-2-3-submit-82999-crop,500,500,30.0,2.755
255,255,20-2-3-submit-83063-crop,500,500,30.0,2.63
256,256,20-2-3-submit-83485-crop,500,500,30.0,1.775
257,257,20-2-3-submit-83496-crop,500,500,30.0,2.9299999999999997
258,258,20-2-3-submit-83609-crop,500,500,30.0,3.2150000000000007
259,259,20-2-3-submit-83619-crop,166,170,24.0,3.4450000000000003
260,260,21-1-2-submit-00000-crop,696,696,30.0,3.845
261,261,21-1-2-submit-82495-crop,696,696,30.0,3.0900000000000003
262,262,21-1-2-submit-82501-crop,696,696,30.0,3.8950000000000005
263,263,21-1-2-submit-82508-crop,696,696,30.0,1.7950000000000004
264,264,21-1-2-submit-82511-crop,696,696,30.0,3.7199999999999998
265,265,21-1-2-submit-82882-crop,696,696,30.0,3.91
266,266,21-1-2-submit-82910-crop,696,696,30.0,3.65
267,267,21-1-2-submit-82999-crop,696,696,30.0,2.755
268,268,21-1-2-submit-83063-crop,696,696,30.0,2.63
269,269,21-1-2-submit-83485-crop,696,696,30.0,1.775
270,270,21-1-2-submit-83496-crop,696,696,30.0,2.9299999999999997
271,271,21-1-2-submit-83609-crop,696,696,30.0,3.2150000000000007
272,272,21-1-2-submit-83619-crop,232,236,24.0,3.4450000000000003
273,273,2-1-1-submit-00000-crop,510,510,30.0,3.845
274,274,2-1-1-submit-82495-crop,510,510,30.0,3.0900000000000003
275,275,2-1-1-submit-82501-crop,510,510,30.0,3.8950000000000005
276,276,2-1-1-submit-82508-crop,510,510,30.0,1.7950000000000004
277,277,2-1-1-submit-82511-crop,510,510,30.0,3.7199999999999998
278,278,2-1-1-submit-82882-crop,510,510,30.0,3.91
279,279,2-1-1-submit-82910-crop,510,510,30.0,3.65
280,280,2-1-1-submit-82999-crop,510,510,30.0,2.755
281,281,2-1-1-submit-83063-crop,510,510,30.0,2.63
282,282,2-1-1-submit-83485-crop,510,510,30.0,1.775
283,283,2-1-1-submit-83496-crop,510,510,30.0,2.9299999999999997
284,284,2-1-1-submit-83609-crop,510,510,30.0,3.2150000000000007
285,285,2-1-1-submit-83619-crop,170,174,24.0,3.4450000000000003
286,286,21-2-4-submit-00000-crop,664,664,30.0,3.845
287,287,21-2-4-submit-82495-crop,664,664,30.0,3.0900000000000003
288,288,21-2-4-submit-82501-crop,664,664,30.0,3.8950000000000005
289,289,21-2-4-submit-82508-crop,664,664,30.0,1.7950000000000004
290,290,21-2-4-submit-82511-crop,664,664,30.0,3.7199999999999998
291,291,21-2-4-submit-82882-crop,664,664,30.0,3.91
292,292,21-2-4-submit-82910-crop,664,664,30.0,3.65
293,293,21-2-4-submit-82999-crop,664,664,30.0,2.755
294,294,21-2-4-submit-83063-crop,664,664,30.0,2.63
295,295,21-2-4-submit-83485-crop,664,664,30.0,1.775
296,296,21-2-4-submit-83496-crop,664,664,30.0,2.9299999999999997
297,297,21-2-4-submit-83609-crop,664,664,30.0,3.2150000000000007
298,298,21-2-4-submit-83619-crop,220,226,24.0,3.4450000000000003
299,299,22-1-2-submit-00000-crop,594,594,30.0,3.845
300,300,22-1-2-submit-82495-crop,594,594,30.0,3.0900000000000003
301,301,22-1-2-submit-82501-crop,594,594,30.0,3.8950000000000005
302,302,22-1-2-submit-82508-crop,594,594,30.0,1.7950000000000004
303,303,22-1-2-submit-82511-crop,594,594,30.0,3.7199999999999998
304,304,22-1-2-submit-82882-crop,594,594,30.0,3.91
305,305,22-1-2-submit-82910-crop,594,594,30.0,3.65
306,306,22-1-2-submit-82999-crop,594,594,30.0,2.755
307,307,22-1-2-submit-83063-crop,594,594,30.0,2.63
308,308,22-1-2-submit-83485-crop,594,594,30.0,1.775
309,309,22-1-2-submit-83496-crop,594,594,30.0,2.9299999999999997
310,310,22-1-2-submit-83609-crop,594,594,30.0,3.2150000000000007
311,311,22-1-2-submit-83619-crop,198,202,24.0,3.4450000000000003
312,312,22-2-3-submit-00000-crop,538,538,30.0,3.845
313,313,22-2-3-submit-82495-crop,538,538,30.0,3.0900000000000003
314,314,22-2-3-submit-82501-crop,538,538,30.0,3.8950000000000005
315,315,22-2-3-submit-82508-crop,538,538,30.0,1.7950000000000004
316,316,22-2-3-submit-82511-crop,538,538,30.0,3.7199999999999998
317,317,22-2-3-submit-82882-crop,538,538,30.0,3.91
318,318,22-2-3-submit-82910-crop,538,538,30.0,3.65
319,319,22-2-3-submit-82999-crop,538,538,30.0,2.755
320,320,22-2-3-submit-83063-crop,538,538,30.0,2.63
321,321,22-2-3-submit-83485-crop,538,538,30.0,1.775
322,322,22-2-3-submit-83496-crop,538,538,30.0,2.9299999999999997
323,323,22-2-3-submit-83609-crop,538,538,30.0,3.2150000000000007
324,324,22-2-3-submit-83619-crop,178,182,24.0,3.4450000000000003
325,325,2-2-4-submit-00000-crop,542,542,30.0,3.845
326,326,2-2-4-submit-82495-crop,542,542,30.0,3.0900000000000003
327,327,2-2-4-submit-82501-crop,542,542,30.0,3.8950000000000005
328,328,2-2-4-submit-82508-crop,542,542,30.0,1.7950000000000004
329,329,2-2-4-submit-82511-crop,542,542,30.0,3.7199999999999998
330,330,2-2-4-submit-82882-crop,542,542,30.0,3.91
331,331,2-2-4-submit-82910-crop,542,542,30.0,3.65
332,332,2-2-4-submit-82999-crop,542,542,30.0,2.755
333,333,2-2-4-submit-83063-crop,542,542,30.0,2.63
334,334,2-2-4-submit-83485-crop,542,542,30.0,1.775
335,335,2-2-4-submit-83496-crop,542,542,30.0,2.9299999999999997
336,336,2-2-4-submit-83609-crop,542,542,30.0,3.2150000000000007
337,337,2-2-4-submit-83619-crop,180,184,24.0,3.4450000000000003
338,338,3-1-4-submit-00000-crop,634,634,30.0,3.845
339,339,3-1-4-submit-82495-crop,634,634,30.0,3.0900000000000003
340,340,3-1-4-submit-82501-crop,634,634,30.0,3.8950000000000005
341,341,3-1-4-submit-82508-crop,634,634,30.0,1.7950000000000004
342,342,3-1-4-submit-82511-crop,634,634,30.0,3.7199999999999998
343,343,3-1-4-submit-82882-crop,634,634,30.0,3.91
344,344,3-1-4-submit-82910-crop,634,634,30.0,3.65
345,345,3-1-4-submit-82999-crop,634,634,30.0,2.755
346,346,3-1-4-submit-83063-crop,634,634,30.0,2.63
347,347,3-1-4-submit-83485-crop,634,634,30.0,1.775
348,348,3-1-4-submit-83496-crop,634,634,30.0,2.9299999999999997
349,349,3-1-4-submit-83609-crop,634,634,30.0,3.2150000000000007
350,350,3-1-4-submit-83619-crop,210,216,24.0,3.4450000000000003
351,351,3-2-2-submit-00000-crop,622,622,30.0,3.845
352,352,3-2-2-submit-82495-crop,622,622,30.0,3.0900000000000003
353,353,3-2-2-submit-82501-crop,622,622,30.0,3.8950000000000005
354,354,3-2-2-submit-82508-crop,622,622,30.0,1.7950000000000004
355,355,3-2-2-submit-82511-crop,622,622,30.0,3.7199999999999998
356,356,3-2-2-submit-82882-crop,622,622,30.0,3.91
357,357,3-2-2-submit-82910-crop,622,622,30.0,3.65
358,358,3-2-2-submit-82999-crop,622,622,30.0,2.755
359,359,3-2-2-submit-83063-crop,622,622,30.0,2.63
360,360,3-2-2-submit-83485-crop,622,622,30.0,1.775
361,361,3-2-2-submit-83496-crop,622,622,30.0,2.9299999999999997
362,362,3-2-2-submit-83609-crop,622,622,30.0,3.2150000000000007
363,363,3-2-2-submit-83619-crop,206,212,24.0,3.4450000000000003
364,364,4-1-4-submit-00000-crop,530,530,30.0,3.845
365,365,4-1-4-submit-82495-crop,530,530,30.0,3.0900000000000003
366,366,4-1-4-submit-82501-crop,530,530,30.0,3.8950000000000005
367,367,4-1-4-submit-82508-crop,530,530,30.0,1.7950000000000004
368,368,4-1-4-submit-82511-crop,530,530,30.0,3.7199999999999998
369,369,4-1-4-submit-82882-crop,530,530,30.0,3.91
370,370,4-1-4-submit-82910-crop,530,530,30.0,3.65
371,371,4-1-4-submit-82999-crop,530,530,30.0,2.755
372,372,4-1-4-submit-83063-crop,530,530,30.0,2.63
373,373,4-1-4-submit-83485-crop,530,530,30.0,1.775
374,374,4-1-4-submit-83496-crop,530,530,30.0,2.9299999999999997
375,375,4-1-4-submit-83609-crop,530,530,30.0,3.2150000000000007
376,376,4-1-4-submit-83619-crop,176,180,24.0,3.4450000000000003
377,377,4-2-4-submit-00000-crop,570,570,30.0,3.845
378,378,4-2-4-submit-82495-crop,570,570,30.0,3.0900000000000003
379,379,4-2-4-submit-82501-crop,570,570,30.0,3.8950000000000005
380,380,4-2-4-submit-82508-crop,570,570,30.0,1.7950000000000004
381,381,4-2-4-submit-82511-crop,570,570,30.0,3.7199999999999998
382,382,4-2-4-submit-82882-crop,570,570,30.0,3.91
383,383,4-2-4-submit-82910-crop,570,570,30.0,3.65
384,384,4-2-4-submit-82999-crop,570,570,30.0,2.755
385,385,4-2-4-submit-83063-crop,570,570,30.0,2.63
386,386,4-2-4-submit-83485-crop,570,570,30.0,1.775
387,387,4-2-4-submit-83496-crop,570,570,30.0,2.9299999999999997
388,388,4-2-4-submit-83609-crop,570,570,30.0,3.2150000000000007
389,389,4-2-4-submit-83619-crop,190,194,24.0,3.4450000000000003
390,390,5-1-8-submit-00000-crop,568,568,25.0,3.845
391,391,5-1-8-submit-82495-crop,568,568,25.0,3.0900000000000003
392,392,5-1-8-submit-82501-crop,568,568,25.0,3.8950000000000005
393,393,5-1-8-submit-82508-crop,568,568,25.0,1.7950000000000004
394,394,5-1-8-submit-82511-crop,568,568,25.0,3.7199999999999998
395,395,5-1-8-submit-82882-crop,568,568,25.0,3.91
396,396,5-1-8-submit-82910-crop,568,568,25.0,3.65
397,397,5-1-8-submit-82999-crop,568,568,25.0,2.755
398,398,5-1-8-submit-83063-crop,568,568,30.0,2.63
399,399,5-1-8-submit-83485-crop,568,568,25.0,1.775
400,400,5-1-8-submit-83496-crop,568,568,25.0,2.9299999999999997
401,401,5-1-8-submit-83609-crop,568,568,25.0,3.2150000000000007
402,402,5-1-8-submit-83619-crop,188,192,24.0,3.4450000000000003
403,403,5-2-2-submit-00000-crop,658,658,30.0,3.845
404,404,5-2-2-submit-82495-crop,658,658,30.0,3.0900000000000003
405,405,5-2-2-submit-82501-crop,658,658,30.0,3.8950000000000005
406,406,5-2-2-submit-82508-crop,658,658,30.0,1.7950000000000004
407,407,5-2-2-submit-82511-crop,658,658,30.0,3.7199999999999998
408,408,5-2-2-submit-82882-crop,658,658,30.0,3.91
409,409,5-2-2-submit-82910-crop,658,658,30.0,3.65
410,410,5-2-2-submit-82999-crop,658,658,30.0,2.755
411,411,5-2-2-submit-83063-crop,658,658,30.0,2.63
412,412,5-2-2-submit-83485-crop,658,658,30.0,1.775
